district,block,res_15_gp,res_15_gp_id,merge10gp,,
kanpur dehaat,jhinjhak,baneepaara maharaj,32383,0,baneepaara maharaj,30627
kanpur dehaat,jhinjhak,biria rasulabad,32384,0,,
kanpur dehaat,jhinjhak,chirkhiri,32385,0,chirkhiri,30628
kanpur dehaat,jhinjhak,gadhi mahera,32386,0,,
kanpur dehaat,jhinjhak,gaoopur,32387,0,,
kanpur dehaat,jhinjhak,jagadishpur,32388,0,,
kanpur dehaat,jhinjhak,jajamuiya,32389,0,jajamuiya,30632
kanpur dehaat,jhinjhak,jalihapur,32390,0,jalihapur,25584
kanpur dehaat,jhinjhak,juriya,32391,0,juriya,30634
kanpur dehaat,jhinjhak,kariya jhaalaa,32392,0,kariya jhaalaa,30635
kanpur dehaat,jhinjhak,kathikaa,32393,0,kathikaa,30636
kanpur dehaat,jhinjhak,khamhaila,32394,0,khamhaila,30637
kanpur dehaat,jhinjhak,kishura,32395,0,kishura,30638
kanpur dehaat,jhinjhak,kudauli madauli,32396,0,kudauli madauli,30639
kanpur dehaat,jhinjhak,lagaratha,32397,0,lagaratha,30640
kanpur dehaat,jhinjhak,lakshmanpur pilakh,32398,0,lakshmanpur pilakh,30641
kanpur dehaat,jhinjhak,maligaanv,32399,0,maligaanv,30642
kanpur dehaat,jhinjhak,maltipur,32400,0,maltipur,30643
kanpur dehaat,jhinjhak,manakaapur derapur,32401,0,manakaapur derapur,30644
kanpur dehaat,jhinjhak,mangalpur,32402,0,mangalpur,23900
kanpur dehaat,jhinjhak,mundera kinnar singh,32403,0,,
kanpur dehaat,jhinjhak,nahili,32404,0,nahili,30647
kanpur dehaat,jhinjhak,nasirkheda,32405,0,,
kanpur dehaat,jhinjhak,parajani,32406,0,parajani,30649
kanpur dehaat,jhinjhak,parhuli,32407,0,parhuli,30650
kanpur dehaat,jhinjhak,pipari patarhaar,32408,0,pipari patarhaar,30651
kanpur dehaat,jhinjhak,raajpur,32409,0,raajpur,30957
kanpur dehaat,jhinjhak,rampur tappevan,32410,0,,
kanpur dehaat,jhinjhak,ranapur rasulabad,32411,0,ranapur rasulabad,30654
kanpur dehaat,jhinjhak,raswal ravat gaanv,32412,0,raswal ravat gaanv,30655
kanpur dehaat,jhinjhak,ratanpur khaas,32413,0,,
kanpur dehaat,jhinjhak,sabalpur,32414,0,,
kanpur dehaat,jhinjhak,sadramu,32415,0,,
kanpur dehaat,jhinjhak,shahpur derapur,32416,0,shahpur derapur,30659
kanpur dehaat,jhinjhak,sikahila,32417,0,sikahila,30660
kanpur dehaat,jhinjhak,tejpur,32418,0,tejpur,30661
kanpur dehaat,maitha,aagi,32419,0,,
kanpur dehaat,maitha,aant,32420,0,aant,30794
kanpur dehaat,maitha,aliyapur,32421,0,,
kanpur dehaat,maitha,arasadpur,32422,0,arasadpur,30796
kanpur dehaat,maitha,arimalanyaayi,32423,0,arimalanyaayi,30797
kanpur dehaat,maitha,asai,32424,0,asai,30798
kanpur dehaat,maitha,aurangabad,32425,0,aurangabad,4647
kanpur dehaat,maitha,badagov,32426,0,,
kanpur dehaat,maitha,baghpur,32427,0,baghpur,30802
kanpur dehaat,maitha,bairidariyaanw,32428,0,,
kanpur dehaat,maitha,bairisvai,32429,0,,
kanpur dehaat,maitha,baluapur,32430,0,baluapur,30803
kanpur dehaat,maitha,baraar,32431,0,baraar,30804
kanpur dehaat,maitha,barakheda,32432,0,barakheda,30805
kanpur dehaat,maitha,baranpur kanhijri,32433,0,,
kanpur dehaat,maitha,behata,32434,0,,
kanpur dehaat,maitha,bhauroshahjahopur,32435,0,,
kanpur dehaat,maitha,bhavarpur,32436,0,bhavarpur,30810
kanpur dehaat,maitha,bheekhar,32437,0,bheekhar,30811
kanpur dehaat,maitha,bhevan,32438,0,bhevan,30812
kanpur dehaat,maitha,bhujapura,32439,0,bhujapura,30813
kanpur dehaat,maitha,chhataini,32440,0,,
kanpur dehaat,maitha,cokarmau,32441,0,cokarmau,30816
kanpur dehaat,maitha,devipur,32442,0,devipur,36422
kanpur dehaat,maitha,dhakan shivali,32443,0,dhakan shivali,30818
kanpur dehaat,maitha,dhikia,32444,0,dhikia,30819
kanpur dehaat,maitha,fatepur,32445,0,,
kanpur dehaat,maitha,gahalo jarvi,32446,0,,
kanpur dehaat,maitha,garab,32447,0,garab,30821
kanpur dehaat,maitha,hathikaa,32448,0,hathikaa,30822
kanpur dehaat,maitha,hiraaman shivali,32449,0,hiraaman shivali,30823
kanpur dehaat,maitha,jaitpur shivali,32450,0,,
kanpur dehaat,maitha,jaswantpur,32451,0,jaswantpur,30824
kanpur dehaat,maitha,jugrajpur bithur,32452,0,jugrajpur bithur,30826
kanpur dehaat,maitha,jugrajpur shivali,32453,0,jugrajpur shivali,30827
kanpur dehaat,maitha,jyoti,32454,0,jyoti,30828
kanpur dehaat,maitha,kaaricalvari,32455,0,kaaricalvari,30830
kanpur dehaat,maitha,kadari,32456,0,,
kanpur dehaat,maitha,kailai,32457,0,kailai,30831
kanpur dehaat,maitha,kairani,32458,0,kairani,30832
kanpur dehaat,maitha,kakardahi,32459,0,kakardahi,30833
kanpur dehaat,maitha,karom,32460,0,karom,30834
kanpur dehaat,maitha,kashipur,32461,0,,
kanpur dehaat,maitha,khalakpur,32462,0,khalakpur,30836
kanpur dehaat,maitha,lalpur shivarajpur,32463,0,lalpur shivarajpur,30837
kanpur dehaat,maitha,lamaharaa,32464,0,lamaharaa,30838
kanpur dehaat,maitha,madarpur gajiuddin,32465,0,madarpur gajiuddin,30839
kanpur dehaat,maitha,makarandpur bantha,32466,0,,
kanpur dehaat,maitha,malikpur,32467,0,malikpur,30055
kanpur dehaat,maitha,manda,32468,0,manda,16915
kanpur dehaat,maitha,marag,32469,0,marag,30842
kanpur dehaat,maitha,marahamtabad,32470,0,marahamtabad,30843
kanpur dehaat,maitha,mavaiya,32471,0,mavaiya,14117
kanpur dehaat,maitha,narsujha,32472,0,,
kanpur dehaat,maitha,naubasta,32473,0,naubasta,5811
kanpur dehaat,maitha,nihuta,32474,0,nihuta,30848
kanpur dehaat,maitha,nivaada devaraay,32475,0,,
kanpur dehaat,maitha,nunari bahadurpur,32476,0,nunari bahadurpur,30849
kanpur dehaat,maitha,parsauli,32477,0,,
kanpur dehaat,maitha,pitrapur,32478,0,pitrapur,30850
kanpur dehaat,maitha,pratappur khaas,32479,0,pratappur khaas,30851
kanpur dehaat,maitha,rampur shivali,32480,0,rampur shivali,30852
kanpur dehaat,maitha,ranjitpur,32481,0,,
kanpur dehaat,maitha,rastpur,32482,0,rastpur,30854
kanpur dehaat,maitha,rawatpur,32483,0,rawatpur,16513
kanpur dehaat,maitha,repalpur,32484,0,repalpur,30856
kanpur dehaat,maitha,sarainya,32485,0,sarainya,30857
kanpur dehaat,maitha,shobhan,32486,0,shobhan,30858
kanpur dehaat,maitha,singhpur shivali,32487,0,,
kanpur dehaat,maitha,sunvarasa,32488,0,sunvarasa,30859
kanpur dehaat,maitha,tatmau,32489,0,tatmau,30860
kanpur dehaat,maitha,tikri,32490,0,tikri,16873
kanpur dehaat,maitha,toderpur,32491,0,,
kanpur dehaat,maitha,vikrampur,32492,0,vikrampur,40576
kanpur dehaat,malaha,adwa,32493,0,,
kanpur dehaat,malaha,akodhi,32494,0,akodhi,30733
kanpur dehaat,malaha,anantapur,32495,0,anantapur,30734
kanpur dehaat,malaha,angadpur,32496,0,angadpur,20393
kanpur dehaat,malaha,arhariya mau,32497,0,arhariya mau,30737
kanpur dehaat,malaha,aseva,32498,0,,
kanpur dehaat,malaha,bamhanauti,32499,0,bamhanauti,30739
kanpur dehaat,malaha,baraur,32500,0,baraur,30740
kanpur dehaat,malaha,bargavaan,32501,0,,
kanpur dehaat,malaha,barwa rasulpur,32502,0,,
kanpur dehaat,malaha,bedamau,32503,0,bedamau,30742
kanpur dehaat,malaha,bhartauli,32504,0,bhartauli,30743
kanpur dehaat,malaha,bibapur,32505,0,bibapur,30744
kanpur dehaat,malaha,bidkhuri,32506,0,,
kanpur dehaat,malaha,bihar,32507,0,bihar,30745
kanpur dehaat,malaha,calei,32508,0,,
kanpur dehaat,malaha,chaowkee,32509,0,chaowkee,17426
kanpur dehaat,malaha,chhataini,32510,0,,
kanpur dehaat,malaha,deeg,32511,0,,
kanpur dehaat,malaha,dev bramhapur,32512,0,,
kanpur dehaat,malaha,doharapur,32513,0,doharapur,30751
kanpur dehaat,malaha,dudiamu,32514,0,dudiamu,30752
kanpur dehaat,malaha,gaurikaran,32515,0,gaurikaran,30753
kanpur dehaat,malaha,ghaar,32516,0,,
kanpur dehaat,malaha,girdau,32517,0,girdau,30754
kanpur dehaat,malaha,gopalpur,32518,0,gopalpur,49750
kanpur dehaat,malaha,gudhaa sherpur,32519,0,gudhaa sherpur,30756
kanpur dehaat,malaha,gululi,32520,0,gululi,30757
kanpur dehaat,malaha,gurugaanv,32521,0,gurugaanv,30758
kanpur dehaat,malaha,haidarpur,32522,0,haidarpur,14995
kanpur dehaat,malaha,haramu,32523,0,haramu,30496
kanpur dehaat,malaha,jafarabad,32524,0,jafarabad,51577
kanpur dehaat,malaha,jagadishpur,32525,0,,
kanpur dehaat,malaha,jarasen,32526,0,jarasen,30762
kanpur dehaat,malaha,kachgaanv,32527,0,kachgaanv,30763
kanpur dehaat,malaha,keshi,32528,0,keshi,30765
kanpur dehaat,malaha,kishorpur,32529,0,kishorpur,31365
kanpur dehaat,malaha,kunewa,32530,0,kunewa,30766
kanpur dehaat,malaha,kuvarpur,32531,0,,
kanpur dehaat,malaha,labarasi,32532,0,,
kanpur dehaat,malaha,levamau,32533,0,levamau,30768
kanpur dehaat,malaha,malaha,32534,0,malaha,30770
kanpur dehaat,malaha,mawar,32535,0,mawar,30771
kanpur dehaat,malaha,minapur,32536,0,minapur,30772
kanpur dehaat,malaha,mohammadpur,32537,0,,
kanpur dehaat,malaha,mudera,32538,0,,
kanpur dehaat,malaha,murlipur,32539,0,murlipur,30775
kanpur dehaat,malaha,mutaiharapur,32540,0,,
kanpur dehaat,malaha,nerakripalpur,32541,0,nerakripalpur,30777
kanpur dehaat,malaha,nigohi,32542,0,nigohi,30778
kanpur dehaat,malaha,pachalakh,32543,0,pachalakh,30779
kanpur dehaat,malaha,pulandar,32544,0,pulandar,30780
kanpur dehaat,malaha,sanayakheda,32545,0,,
kanpur dehaat,malaha,sarauta,32546,0,sarauta,30782
kanpur dehaat,malaha,sihari,32547,0,sihari,30783
kanpur dehaat,malaha,sithra bujurg,32548,0,sithra bujurg,30784
kanpur dehaat,malaha,sithra khurd,32549,0,sithra khurd,30785
kanpur dehaat,malaha,sukhsora,32550,0,sukhsora,30786
kanpur dehaat,malaha,tatarpur,32551,0,,
kanpur dehaat,malaha,thanwapur,32552,0,thanwapur,30788
kanpur dehaat,malaha,toderpur,32553,0,,
kanpur dehaat,malaha,turkimu,32554,0,turkimu,30789
kanpur dehaat,malaha,vihari,32555,0,,
kanpur dehaat,malaha,vijayipur,32556,0,,
kanpur dehaat,malaha,virama,32557,0,virama,30793
kanpur dehaat,raajpur,alampur,32558,0,,
kanpur dehaat,raajpur,amrahat,32559,0,amrahat,30912
kanpur dehaat,raajpur,anawa,32560,0,,
kanpur dehaat,raajpur,apsariya,32561,0,,
kanpur dehaat,raajpur,auderi,32562,0,,
kanpur dehaat,raajpur,baijamu bangar,32563,0,,
kanpur dehaat,raajpur,bainaa,32564,0,,
kanpur dehaat,raajpur,baksudhi,32565,0,baksudhi,30915
kanpur dehaat,raajpur,bhaal,32566,0,bhaal,30917
kanpur dehaat,raajpur,bibanpur,32567,0,bibanpur,30918
kanpur dehaat,raajpur,buchauli,32568,0,buchauli,30920
kanpur dehaat,raajpur,budheda derapur,32569,0,,
kanpur dehaat,raajpur,dadhapur,32570,0,,
kanpur dehaat,raajpur,damanpur,32571,0,damanpur,30922
kanpur dehaat,raajpur,dayantpur,32572,0,dayantpur,21991
kanpur dehaat,raajpur,dodiapur,32573,0,,
kanpur dehaat,raajpur,durrajpur,32574,0,,
kanpur dehaat,raajpur,ferozepur,32575,0,ferozepur,39593
kanpur dehaat,raajpur,gauhani bangar,32576,0,,
kanpur dehaat,raajpur,gauriratan bangar,32577,0,gauriratan bangar,30928
kanpur dehaat,raajpur,gopalpur,32578,0,gopalpur,7236
kanpur dehaat,raajpur,gubaar,32579,0,gubaar,30931
kanpur dehaat,raajpur,gurdahi bujurg,32580,0,gurdahi bujurg,30932
kanpur dehaat,raajpur,hariharpur,32581,0,hariharpur,45234
kanpur dehaat,raajpur,jainpur,32582,0,,
kanpur dehaat,raajpur,jaisalpur mahadeva,32583,0,,
kanpur dehaat,raajpur,jallaapur sikandara,32584,0,,
kanpur dehaat,raajpur,jamalpur,32585,0,jamalpur,40155
kanpur dehaat,raajpur,jamuna,32586,0,jamuna,6739
kanpur dehaat,raajpur,jatiyapur,32587,0,jatiyapur,30937
kanpur dehaat,raajpur,kandhi,32588,0,kandhi,30940
kanpur dehaat,raajpur,kariyapur derapur,32589,0,kariyapur derapur,30941
kanpur dehaat,raajpur,khasbara,32590,0,khasbara,30942
kanpur dehaat,raajpur,khojaphul,32591,0,khojaphul,30943
kanpur dehaat,raajpur,khojaraampur,32592,0,khojaraampur,30944
kanpur dehaat,raajpur,madanpur,32593,0,madanpur,34820
kanpur dehaat,raajpur,mahamudpur bujurg,32594,0,mahamudpur bujurg,30946
kanpur dehaat,raajpur,mahatauli,32595,0,mahatauli,30947
kanpur dehaat,raajpur,maheshpur,32596,0,maheshpur,14441
kanpur dehaat,raajpur,manpur,32597,0,,
kanpur dehaat,raajpur,mirgaanv,32598,0,mirgaanv,30950
kanpur dehaat,raajpur,mubarakapur,32599,0,,
kanpur dehaat,raajpur,nandana,32600,0,nandana,30952
kanpur dehaat,raajpur,nasirpur,32601,0,nasirpur,30953
kanpur dehaat,raajpur,ninhora,32602,0,ninhora,30954
kanpur dehaat,raajpur,pelavar,32603,0,,
kanpur dehaat,raajpur,pitayeepur,32604,0,pitayeepur,30956
kanpur dehaat,raajpur,raajpur,32605,0,raajpur,38887
kanpur dehaat,raajpur,ramau,32606,0,ramau,30958
kanpur dehaat,raajpur,rasdhan,32607,0,rasdhan,30959
kanpur dehaat,raajpur,ratapur,32608,0,ratapur,14127
kanpur dehaat,raajpur,rohini,32609,0,,
kanpur dehaat,raajpur,sahabapur,32610,0,sahabapur,30962
kanpur dehaat,raajpur,sihura,32611,0,sihura,30963
kanpur dehaat,raajpur,sikandara dehaat,32612,0,sikandara dehaat,30964
kanpur dehaat,raajpur,silaharaa,32613,0,silaharaa,30965
kanpur dehaat,raajpur,silhaula bujurg,32614,0,silhaula bujurg,30966
kanpur dehaat,raajpur,udhaupur,32615,0,,
kanpur dehaat,raajpur,umarpur,32616,0,,
kanpur dehaat,raajpur,vilaspur bangar,32617,0,vilaspur bangar,30969
kanpur dehaat,rasulabad,ajanpur indoti,32618,0,,
kanpur dehaat,rasulabad,alampur kheda,32619,0,,
kanpur dehaat,rasulabad,alipur ramaahar,32620,0,,
kanpur dehaat,rasulabad,amrohia,32621,0,amrohia,30972
kanpur dehaat,rasulabad,anta,32622,0,anta,30974
kanpur dehaat,rasulabad,apuna,32623,0,apuna,30975
kanpur dehaat,rasulabad,asaalatganj,32624,0,asaalatganj,30976
kanpur dehaat,rasulabad,atiya raipur,32625,0,atiya raipur,30977
kanpur dehaat,rasulabad,bahadurpur,32626,0,,
kanpur dehaat,rasulabad,barigau,32627,0,,
kanpur dehaat,rasulabad,barraa tharra,32628,0,,
kanpur dehaat,rasulabad,bharamu,32629,0,bharamu,30982
kanpur dehaat,rasulabad,bhausaya,32630,0,bhausaya,30983
kanpur dehaat,rasulabad,bhavanpur,32631,0,bhavanpur,30984
kanpur dehaat,rasulabad,bheekhdev,32632,0,bheekhdev,30985
kanpur dehaat,rasulabad,bheetikursi,32633,0,,
kanpur dehaat,rasulabad,bhitargaanv,32634,0,bhitargaanv,30986
kanpur dehaat,rasulabad,bhura,32635,0,bhura,30987
kanpur dehaat,rasulabad,birhun,32636,0,,
kanpur dehaat,rasulabad,borisal,32637,0,borisal,30989
kanpur dehaat,rasulabad,daheli,32638,0,,
kanpur dehaat,rasulabad,dalikpur,32639,0,,
kanpur dehaat,rasulabad,dashahra sujanpur,32640,0,dashahra sujanpur,30992
kanpur dehaat,rasulabad,dayaa,32641,0,dayaa,30993
kanpur dehaat,rasulabad,devgaanv chakkar urf nibhu,32642,0,devgaanv chakkar urf nibhu,30994
kanpur dehaat,rasulabad,dudamhuwa,32643,0,,
kanpur dehaat,rasulabad,gadaipur,32644,0,,
kanpur dehaat,rasulabad,gahalu,32645,0,gahalu,30995
kanpur dehaat,rasulabad,gambhira,32646,0,,
kanpur dehaat,rasulabad,ghaghu,32647,0,ghaghu,30997
kanpur dehaat,rasulabad,gopalpur,32648,0,,
kanpur dehaat,rasulabad,hikepur,32649,0,hikepur,30999
kanpur dehaat,rasulabad,indalpur lalu,32650,0,indalpur lalu,31000
kanpur dehaat,rasulabad,itaili,32651,0,,
kanpur dehaat,rasulabad,jagamamanpur dheer tarauli,32652,0,,
kanpur dehaat,rasulabad,jot,32653,0,jot,31003
kanpur dehaat,rasulabad,kanhijri khurd,32654,0,,
kanpur dehaat,rasulabad,kaparahat,32655,0,kaparahat,31005
kanpur dehaat,rasulabad,kasamada,32656,0,,
kanpur dehaat,rasulabad,kathara,32657,0,kathara,31007
kanpur dehaat,rasulabad,khadaakursi,32658,0,,
kanpur dehaat,rasulabad,lalabhagat,32659,0,lalabhagat,31010
kanpur dehaat,rasulabad,lalgonv,32660,0,,
kanpur dehaat,rasulabad,maal kaa purava,32661,0,,
kanpur dehaat,rasulabad,makarandpur kanhijri,32662,0,,
kanpur dehaat,rasulabad,makarandpur majara,32663,0,makarandpur majara,31012
kanpur dehaat,rasulabad,malhpur,32664,0,,
kanpur dehaat,rasulabad,malikhanpur,32665,0,malikhanpur,31014
kanpur dehaat,rasulabad,manaavaan rasulabad,32666,0,,
kanpur dehaat,rasulabad,manpur gajen,32667,0,manpur gajen,31017
kanpur dehaat,rasulabad,maujampur,32668,0,,
kanpur dehaat,rasulabad,meghajaal,32669,0,,
kanpur dehaat,rasulabad,miju samastpur,32670,0,,
kanpur dehaat,rasulabad,mirzapur lakotia,32671,0,,
kanpur dehaat,rasulabad,mitrasenpur kanhijri,32672,0,,
kanpur dehaat,rasulabad,mulhi,32673,0,mulhi,31022
kanpur dehaat,rasulabad,munorapur rasulabad,32674,0,,
kanpur dehaat,rasulabad,murra,32675,0,murra,30518
kanpur dehaat,rasulabad,naarkhaas,32676,0,naarkhaas,31024
kanpur dehaat,rasulabad,naila,32677,0,,
kanpur dehaat,rasulabad,narghurd,32678,0,narghurd,31025
kanpur dehaat,rasulabad,nauha naugaanv,32679,0,nauha naugaanv,31026
kanpur dehaat,rasulabad,nigohia,32680,0,nigohia,31028
kanpur dehaat,rasulabad,nivaada ani,32681,0,nivaada ani,31029
kanpur dehaat,rasulabad,orgpur gahadeva,32682,0,,
kanpur dehaat,rasulabad,oriya,32683,0,oriya,31030
kanpur dehaat,rasulabad,paharipur,32684,0,,
kanpur dehaat,rasulabad,paliabasankheda,32685,0,,
kanpur dehaat,rasulabad,parsora,32686,0,parsora,31033
kanpur dehaat,rasulabad,puuranpurva,32687,0,puuranpurva,31034
kanpur dehaat,rasulabad,ranitaha,32688,0,ranitaha,31035
kanpur dehaat,rasulabad,rasulabad dehaat,32689,0,rasulabad dehaat,31036
kanpur dehaat,rasulabad,rasulpur rasulabad,32690,0,rasulpur rasulabad,31037
kanpur dehaat,rasulabad,sajawarpur,32691,0,sajawarpur,31038
kanpur dehaat,rasulabad,salempur mahera,32692,0,salempur mahera,31039
kanpur dehaat,rasulabad,samaayun,32693,0,,
kanpur dehaat,rasulabad,samastpur nyoraaj,32694,0,samastpur nyoraaj,31041
kanpur dehaat,rasulabad,shahbajpur,32695,0,,
kanpur dehaat,rasulabad,sikandarpur bilhor,32696,0,sikandarpur bilhor,31043
kanpur dehaat,rasulabad,simramau,32697,0,,
kanpur dehaat,rasulabad,sisaahi,32698,0,sisaahi,31045
kanpur dehaat,rasulabad,sithupurva,32699,0,,
kanpur dehaat,rasulabad,sithuu matana,32700,0,,
kanpur dehaat,rasulabad,sujanpur,32701,0,sujanpur,31388
kanpur dehaat,rasulabad,sunasi,32702,0,sunasi,31049
kanpur dehaat,rasulabad,sundarpur gajen,32703,0,sundarpur gajen,31050
kanpur dehaat,rasulabad,tajpur tarsauli,32704,0,tajpur tarsauli,31051
kanpur dehaat,rasulabad,thaan hamirpur,32705,0,thaan hamirpur,31052
kanpur dehaat,rasulabad,tiptia,32706,0,tiptia,31053
kanpur dehaat,rasulabad,tishti,32707,0,,
kanpur dehaat,rasulabad,usri,32708,0,,
kanpur dehaat,sandalpur,agavaasi,32709,0,agavaasi,31056
kanpur dehaat,sandalpur,akna,32710,0,akna,31057
kanpur dehaat,sandalpur,amauli kurmian,32711,0,amauli kurmian,31058
kanpur dehaat,sandalpur,antapur,32712,0,antapur,31059
kanpur dehaat,sandalpur,asalnapur,32713,0,asalnapur,31060
kanpur dehaat,sandalpur,asavi,32714,0,asavi,31061
kanpur dehaat,sandalpur,bahawalpur,32715,0,,
kanpur dehaat,sandalpur,baliyapur,32716,0,baliyapur,31062
kanpur dehaat,sandalpur,bhadpura,32717,0,,
kanpur dehaat,sandalpur,bhandemu,32718,0,bhandemu,31063
kanpur dehaat,sandalpur,bisalpur,32719,0,,
kanpur dehaat,sandalpur,chakahi,32720,0,chakahi,31065
kanpur dehaat,sandalpur,chamaroua,32721,0,chamaroua,39585
kanpur dehaat,sandalpur,coruwa,32722,0,coruwa,31067
kanpur dehaat,sandalpur,dabrapur sikandara,32723,0,dabrapur sikandara,31068
kanpur dehaat,sandalpur,dariyapur niterra,32724,0,,
kanpur dehaat,sandalpur,dharampur,32725,0,,
kanpur dehaat,sandalpur,faridpur niterra,32726,0,faridpur niterra,31070
kanpur dehaat,sandalpur,ferozepur,32727,0,ferozepur,6671
kanpur dehaat,sandalpur,gadhiya sikandara,32728,0,,
kanpur dehaat,sandalpur,gahilapur,32729,0,gahilapur,31072
kanpur dehaat,sandalpur,harpura,32730,0,,
kanpur dehaat,sandalpur,hathooma,32731,0,hathooma,31075
kanpur dehaat,sandalpur,hawaspur,32732,0,hawaspur,31076
kanpur dehaat,sandalpur,hisawon,32733,0,,
kanpur dehaat,sandalpur,jagannathpur,32734,0,jagannathpur,44887
kanpur dehaat,sandalpur,jaitapur,32735,0,,
kanpur dehaat,sandalpur,jalalpur derapur,32736,0,jalalpur derapur,31079
kanpur dehaat,sandalpur,jamaara,32737,0,,
kanpur dehaat,sandalpur,jarauli,32738,0,jarauli,20184
kanpur dehaat,sandalpur,jasapur,32739,0,jasapur,31082
kanpur dehaat,sandalpur,jigna,32740,0,,
kanpur dehaat,sandalpur,kasolar,32741,0,kasolar,31085
kanpur dehaat,sandalpur,kathra,32742,0,,
kanpur dehaat,sandalpur,khala gonv,32743,0,,
kanpur dehaat,sandalpur,khanpur dilaval,32744,0,khanpur dilaval,31087
kanpur dehaat,sandalpur,ladpur chhivana,32745,0,,
kanpur dehaat,sandalpur,lauva,32746,0,lauva,31089
kanpur dehaat,sandalpur,mahamudpur khurd,32747,0,,
kanpur dehaat,sandalpur,manakaapur sikandara,32748,0,,
kanpur dehaat,sandalpur,mohammadpur sultanpur,32749,0,mohammadpur sultanpur,31091
kanpur dehaat,sandalpur,nadhuvon,32750,0,,
kanpur dehaat,sandalpur,naplapur,32751,0,,
kanpur dehaat,sandalpur,palhanapur,32752,0,palhanapur,31094
kanpur dehaat,sandalpur,pindarthu,32753,0,pindarthu,31095
kanpur dehaat,sandalpur,radhirpur,32754,0,,
kanpur dehaat,sandalpur,raipur,32755,0,,
kanpur dehaat,sandalpur,rarakh,32756,0,,
kanpur dehaat,sandalpur,rinva,32757,0,,
kanpur dehaat,sandalpur,sadhwapur,32758,0,,
kanpur dehaat,sandalpur,sahnipur,32759,0,,
kanpur dehaat,sandalpur,sandalpur,32760,0,sandalpur,20210
kanpur dehaat,sandalpur,sandana,32761,0,sandana,31102
kanpur dehaat,sandalpur,satora,32762,0,satora,14774
kanpur dehaat,sandalpur,suraasi,32763,0,suraasi,31104
kanpur dehaat,sandalpur,tutuvapur,32764,0,,
kanpur dehaat,sandalpur,urasaan,32765,0,urasaan,31106
kanpur dehaat,sarvankheda,ahmadpur syonda,32766,0,ahmadpur syonda,31168
kanpur dehaat,sarvankheda,alapur,32767,0,,
kanpur dehaat,sarvankheda,bhadesa,32768,0,bhadesa,31170
kanpur dehaat,sarvankheda,bharatpur pyaasi,32769,0,,
kanpur dehaat,sarvankheda,bhithana,32770,0,,
kanpur dehaat,sarvankheda,bilti,32771,0,bilti,31173
kanpur dehaat,sarvankheda,chirura,32772,0,chirura,31174
kanpur dehaat,sarvankheda,dhanjua pahadpur,32773,0,,
kanpur dehaat,sarvankheda,duaari,32774,0,duaari,31176
kanpur dehaat,sarvankheda,fatehpur roshanai,32775,0,fatehpur roshanai,31177
kanpur dehaat,sarvankheda,gajner,32776,0,gajner,31178
kanpur dehaat,sarvankheda,gangarauli,32777,0,gangarauli,31179
kanpur dehaat,sarvankheda,goini,32778,0,,
kanpur dehaat,sarvankheda,gujarai,32779,0,gujarai,31180
kanpur dehaat,sarvankheda,hilothi,32780,0,,
kanpur dehaat,sarvankheda,jainpur,32781,0,,
kanpur dehaat,sarvankheda,jalalpur nagin,32782,0,jalalpur nagin,31182
kanpur dehaat,sarvankheda,jaraila,32783,0,jaraila,31183
kanpur dehaat,sarvankheda,jasora virasinghpur,32784,0,jasora virasinghpur,31184
kanpur dehaat,sarvankheda,jaswapur,32785,0,jaswapur,31185
kanpur dehaat,sarvankheda,jitharauli,32786,0,jitharauli,31186
kanpur dehaat,sarvankheda,karachal,32787,0,karachal,31187
kanpur dehaat,sarvankheda,karbak,32788,0,karbak,31188
kanpur dehaat,sarvankheda,karsa,32789,0,karsa,31189
kanpur dehaat,sarvankheda,kathethi,32790,0,kathethi,31190
kanpur dehaat,sarvankheda,katka,32791,0,katka,16685
kanpur dehaat,sarvankheda,kausam,32792,0,kausam,31192
kanpur dehaat,sarvankheda,khan chandrapur,32793,0,,
kanpur dehaat,sarvankheda,kisirval,32794,0,kisirval,31194
kanpur dehaat,sarvankheda,kurari,32795,0,kurari,31195
kanpur dehaat,sarvankheda,kurva khurd,32796,0,,
kanpur dehaat,sarvankheda,lodhipur,32797,0,lodhipur,31197
kanpur dehaat,sarvankheda,lohari,32798,0,lohari,31198
kanpur dehaat,sarvankheda,manethu,32799,0,manethu,31199
kanpur dehaat,sarvankheda,mangata,32800,0,mangata,31200
kanpur dehaat,sarvankheda,matiamu,32801,0,matiamu,25691
kanpur dehaat,sarvankheda,mohana,32802,0,mohana,14034
kanpur dehaat,sarvankheda,mongolpur,32803,0,,
kanpur dehaat,sarvankheda,mubarakapur lata,32804,0,mubarakapur lata,31203
kanpur dehaat,sarvankheda,muktapur tappa saitha,32805,0,,
kanpur dehaat,sarvankheda,naahi juniya,32806,0,naahi juniya,31204
kanpur dehaat,sarvankheda,naholi,32807,0,naholi,31205
kanpur dehaat,sarvankheda,patra sadva,32808,0,,
kanpur dehaat,sarvankheda,raipur kukhat,32809,0,raipur kukhat,31207
kanpur dehaat,sarvankheda,raniyaan,32810,0,raniyaan,30282
kanpur dehaat,sarvankheda,rasulpur gogumau,32811,0,rasulpur gogumau,31209
kanpur dehaat,sarvankheda,sarvankheda,32812,0,sarvankheda,31210
kanpur dehaat,sarvankheda,sautha,32813,0,sautha,14294
kanpur dehaat,sarvankheda,seruatappa saitha,32814,0,,
