district,block,res_15_gp,res_15_gp_id,merge10gp,,
balrampur,pachpedwa,bargadahasohana,10654,0,,
balrampur,pachpedwa,chandanpur,10664,0,,
balrampur,pachpedwa,khadgaura,10682,0,,
balrampur,pachpedwa,kohrgaddicoder,10684,0,,
balrampur,pachpedwa,labudwa,10687,0,,
balrampur,pachpedwa,lalabhariya,10689,0,,
balrampur,pachpedwa,lalpurbhuvandih,10690,0,,
balrampur,pachpedwa,manakora,10698,0,,
balrampur,pachpedwa,motinagar,10701,0,,
balrampur,pachpedwa,narainpurjudavaniya,10706,0,,
balrampur,pachpedwa,naubasta,10707,0,naubasta,30846
balrampur,pachpedwa,navadih,10708,0,,
balrampur,pachpedwa,ramanagara,10715,0,,
balrampur,pachpedwa,ramawapur,10716,0,ramawapur,23915
balrampur,pachpedwa,sonhavaa,10728,0,,
balrampur,pachpedwa,thudwaliya,10731,0,,
balrampur,pachpedwa,virpurasemra,10744,0,,
balrampur,pachpedwa,vishunpurcoder,10746,0,,
balrampur,reharabazar,chhitloopur,10764,0,,
balrampur,reharabazar,hasanapur,10775,0,hasanapur,30188
balrampur,reharabazar,hasaupur,10776,0,,
balrampur,reharabazar,jakhauli,10780,0,,
balrampur,reharabazar,kishunpur sagar,10789,0,,
balrampur,reharabazar,mahua,10797,0,mahua,18015
balrampur,reharabazar,parsharampur,10808,0,,
balrampur,reharabazar,ranipur,10814,0,ranipur,20206
balrampur,reharabazar,vijaipur grant,10826,0,,
balrampur,sridattganj,ahiraula nagava,10831,0,,
balrampur,sridattganj,badauliya,10833,0,,
balrampur,sridattganj,daurichaura,10843,0,,
balrampur,sridattganj,galibpur,10847,0,,
balrampur,sridattganj,itaimaida,10853,0,,
balrampur,sridattganj,jagadeva,10854,0,,
balrampur,sridattganj,kaliger grant,10856,0,,
balrampur,sridattganj,kaloobanakat,10857,0,,
balrampur,sridattganj,manieriya,10870,0,,
balrampur,sridattganj,nandamahara,10874,0,,
balrampur,sridattganj,niranjanpur,10875,0,,
balrampur,sridattganj,padarirajowar,10877,0,,
balrampur,sridattganj,puraina kanoongo,10883,0,,
balrampur,sridattganj,qayamjot,10885,0,,
balrampur,sridattganj,rasulpur,10887,0,rasulpur,19663
balrampur,sridattganj,trilokpur,10895,0,,
balrampur,sridattganj,vithriya paraspur,10898,0,,
balrampur,tulsipur,badgau,10901,0,,
balrampur,tulsipur,bargadahi,10905,0,bargadahi,23413
balrampur,tulsipur,beli kalam,10908,0,,
balrampur,tulsipur,bhagavanpurtanpur,10911,0,,
balrampur,tulsipur,bhanbhari,10912,0,,
balrampur,tulsipur,devnagar,10922,0,,
balrampur,tulsipur,dundara,10924,0,,
balrampur,tulsipur,gadwa,10927,0,,
balrampur,tulsipur,gaura maafee,10929,0,,
balrampur,tulsipur,kohdura,10942,0,,
balrampur,tulsipur,labudwa,10943,0,,
balrampur,tulsipur,lalpur labuddi,10947,0,,
balrampur,tulsipur,orahia,10967,0,,
balrampur,tulsipur,puranpur,10975,0,,
balrampur,tulsipur,purechhiton,10977,0,,
balrampur,tulsipur,ramgamatahawa,10981,0,,
balrampur,tulsipur,rupnagar,10984,0,rupnagar,14770
balrampur,utaraula,jogiyaharia,11026,0,,
balrampur,utaraula,palapur,11043,0,,
balrampur,utaraula,purainiajat,11048,0,,
balrampur,utaraula,sikaramaafee,11059,0,,
banda,baberu,arthra,11073,0,,
banda,baberu,banabarauli,11081,0,,
banda,baberu,bhadwari,11084,0,,
banda,baberu,umari,11124,0,umari,16128
banda,badokhar khurd,bisandighurd,11135,0,,
banda,badokhar khurd,doha,11144,0,,
banda,badokhar khurd,hardauli,11150,0,,
banda,badokhar khurd,karchaa,11160,0,,
banda,badokhar khurd,ladakapurva,11165,0,,
banda,badokhar khurd,pipari,11179,0,pipari,23448
banda,badokhar khurd,reuna,11180,0,,
banda,badokhar khurd,samera,11181,0,,
banda,badokhar khurd,triveni,11183,0,,
banda,bisanda,biribirhand,11195,0,,
banda,bisanda,umarehada,11232,0,,
banda,jaspura,gadaula,11240,0,,
banda,jaspura,tangaamu,11265,0,,
banda,kamasin,bhadaavan,11277,0,,
banda,kamasin,datora,11285,0,,
banda,kamasin,ingua,11287,0,,
banda,kamasin,syohat,11317,0,,
banda,mahua,bhasrod,11336,0,,
banda,mahua,bihagana,11338,0,,
banda,mahua,kalharaa,11357,0,,
banda,mahua,paigambarpur,11380,0,,
banda,mahua,poundara,11384,0,,
banda,mahua,simariamirdaha,11393,0,,
banda,naraini,badaicha,11399,0,,
banda,naraini,banai,11403,0,,
banda,naraini,basrehi,11410,0,,
banda,naraini,diwali,11418,0,,
banda,naraini,gajpatighurd,11421,0,,
banda,naraini,mahui,11439,0,,
banda,tindwari,bahinga,11484,0,bahinga,42527
banda,tindwari,bendaa,11487,0,,
banda,tindwari,bhujauli,11489,0,bhujauli,33058
banda,tindwari,dohatra,11497,0,,
banda,tindwari,jamuvaan,11503,0,,
banda,tindwari,kherei,11507,0,,
banda,tindwari,kukuvakhas,11509,0,,
banda,tindwari,mata,11515,0,,
banda,tindwari,samri,11529,0,,
barabanki,banicoder,ashrafpur,11539,0,ashrafpur,23409
barabanki,banicoder,bajpur,11543,0,,
barabanki,banicoder,bhavaniyapur khewali,11550,0,,
barabanki,banicoder,bhendua bramhnaan,11552,0,,
barabanki,banicoder,dharoopur,11563,0,,
barabanki,banicoder,dulahadepur,11567,0,,
barabanki,banicoder,gauria,11571,0,,
barabanki,banicoder,gorpur,11572,0,,
barabanki,banicoder,gunauli,11573,0,,
barabanki,banicoder,husepur,11577,0,,
barabanki,banicoder,jethwani,11582,0,,
barabanki,banicoder,kashipur,11584,0,kashipur,22646
barabanki,banicoder,khushehati,11586,0,,
barabanki,banicoder,mo0poor upaadhyaay,11599,0,,
barabanki,banicoder,raghavpur,11602,0,raghavpur,45024
barabanki,banicoder,ratauli,11606,0,ratauli,20383
barabanki,banicoder,sakatpur,11609,0,sakatpur,22673
barabanki,banicoder,salampur,11611,0,,
barabanki,banicoder,sohilpur,11617,0,,
barabanki,banicoder,sukhipur,11619,0,,
barabanki,banicoder,umarapur raay sahab,11627,0,,
barabanki,banki,attawa,11629,0,attawa,30232
barabanki,banki,bhituhara,11635,0,,
barabanki,banki,bijemau,11637,0,,
barabanki,banki,dallukheda,11641,0,,
barabanki,banki,dharasania,11647,0,,
barabanki,banki,ganaura,11651,0,,
barabanki,banki,kumharaura,11663,0,,
barabanki,banki,tindhvani,11689,0,,
barabanki,dariyabad,avashergarh,11695,0,,
barabanki,dariyabad,bibyapur,11700,0,,
barabanki,dariyabad,dafarauli,11704,0,,
barabanki,dariyabad,indrapur,11713,0,,
barabanki,dariyabad,kenhora,11720,0,,
barabanki,dariyabad,khanpur shambhudayal,11722,0,,
barabanki,dariyabad,tarapur,11754,0,tarapur,51627
barabanki,dariyabad,tasipur,11755,0,,
barabanki,dariyabad,utwa,11758,0,,
barabanki,devaan,bikar,11768,0,,
barabanki,devaan,chandauli,11769,0,chandauli,16666
barabanki,devaan,devakalia,11773,0,,
barabanki,devaan,isarhana,11785,0,,
barabanki,devaan,ismailpur,11786,0,,
barabanki,devaan,joliya banaraspur,11791,0,,
barabanki,devaan,kaima,11792,0,,
barabanki,devaan,mamapur,11813,0,,
barabanki,devaan,mandora,11814,0,,
barabanki,devaan,miyampur,11817,0,,
barabanki,devaan,mujffarmau,11819,0,,
barabanki,devaan,peed,11824,0,,
barabanki,devaan,rivanratanpur,11827,0,,
barabanki,devaan,sikandarpur,11836,0,sikandarpur,21958
barabanki,fatehpur,allapur bhakharouli,11850,0,,
barabanki,fatehpur,badava,11853,0,,
barabanki,fatehpur,chhandaval,11865,0,,
barabanki,fatehpur,gangauli,11871,0,gangauli,25536
barabanki,fatehpur,ibrahimpur,11885,0,ibrahimpur,25576
barabanki,fatehpur,lalapur,11898,0,,
barabanki,fatehpur,mirzapur,11903,0,mirzapur,21482
barabanki,fatehpur,rivaan chapari,11922,0,,
barabanki,fatehpur,saranyakhaasi,11929,0,,
barabanki,fatehpur,shekhanpur,11933,0,shekhanpur,25831
barabanki,fatehpur,shekhpur makhdoom,11934,0,,
barabanki,fatehpur,singha,11935,0,,
barabanki,fatehpur,tedwa,11942,0,,
barabanki,fatehpur,vaisada,11945,0,,
barabanki,haidargarh,ahirgaanv,11948,0,ahirgaanv,8828
barabanki,haidargarh,alapur,11949,0,alapur,20623
barabanki,haidargarh,andaumau,11950,0,,
barabanki,haidargarh,ansaari,11951,0,ansaari,8830
barabanki,haidargarh,baaraa,11952,0,baaraa,14174
barabanki,haidargarh,badnapur,11953,0,,
barabanki,haidargarh,bamhrauli,11954,0,bamhrauli,8831
barabanki,haidargarh,baranva,11955,0,,
barabanki,haidargarh,behata,11956,0,behata,8833
barabanki,haidargarh,bhatgavaan,11957,0,,
barabanki,haidargarh,bhetamua,11958,0,,
barabanki,haidargarh,bhikhraa,11959,0,bhikhraa,8835
barabanki,haidargarh,bhitaura,11960,0,,
barabanki,haidargarh,bijapur,11961,0,bijapur,8837
barabanki,haidargarh,camela,11962,0,camela,8838
barabanki,haidargarh,chakora,11963,0,chakora,8839
barabanki,haidargarh,chiraiya,11964,0,,
barabanki,haidargarh,choubisi,11965,0,choubisi,8841
barabanki,haidargarh,dandoopur,11966,0,,
barabanki,haidargarh,datauli chandaa,11967,0,,
barabanki,haidargarh,dharkuiyaan,11968,0,,
barabanki,haidargarh,gaura,11969,0,gaura,17370
barabanki,haidargarh,geraavaan,11970,0,,
barabanki,haidargarh,gosiamu,11971,0,gosiamu,8847
barabanki,haidargarh,gosoopur,11972,0,gosoopur,8848
barabanki,haidargarh,gotuna,11973,0,gotuna,8849
barabanki,haidargarh,harchndpur,11974,0,,
barabanki,haidargarh,haripalpur,11975,0,,
barabanki,haidargarh,islampur,11976,0,islampur,8852
barabanki,haidargarh,jacepur,11977,0,jacepur,8853
barabanki,haidargarh,jameen husaunabad,11978,0,jameen husaunabad,8854
barabanki,haidargarh,jarmau,11979,0,jarmau,8855
barabanki,haidargarh,kanava,11980,0,,
barabanki,haidargarh,karaudi,11981,0,karaudi,51585
barabanki,haidargarh,khanpur,11982,0,khanpur,18729
barabanki,haidargarh,kharsatiya,11983,0,kharsatiya,8858
barabanki,haidargarh,kolva,11984,0,kolva,18520
barabanki,haidargarh,kudwa,11985,0,,
barabanki,haidargarh,mangova,11986,0,,
barabanki,haidargarh,marui,11987,0,marui,8862
barabanki,haidargarh,mo0 poor,11988,0,mo0 poor,8863
barabanki,haidargarh,muhiyaddin sarai,11989,0,,
barabanki,haidargarh,mustafabad,11990,0,mustafabad,25703
barabanki,haidargarh,napura,11991,0,,
barabanki,haidargarh,neroli,11992,0,neroli,31495
barabanki,haidargarh,oharamu,11993,0,,
barabanki,haidargarh,pacheruva,11994,0,,
barabanki,haidargarh,palia,11995,0,,
barabanki,haidargarh,ranapur,11996,0,ranapur,8870
barabanki,haidargarh,ranipur,11997,0,ranipur,20665
barabanki,haidargarh,rauli,11998,0,rauli,8872
barabanki,haidargarh,rehura,11999,0,,
barabanki,haidargarh,rithi sikandarpur,12000,0,rithi sikandarpur,8873
barabanki,haidargarh,rohna mirapur,12001,0,rohna mirapur,8874
barabanki,haidargarh,ruknudadinpur,12002,0,,
barabanki,haidargarh,sadwa,12003,0,sadwa,18265
barabanki,haidargarh,salpur,12004,0,salpur,8876
barabanki,haidargarh,sansara,12005,0,sansara,8877
barabanki,haidargarh,sarai gopi,12006,0,,
barabanki,haidargarh,sarai ravat,12007,0,,
barabanki,haidargarh,sarany choube,12008,0,,
barabanki,haidargarh,satarahi,12009,0,,
barabanki,haidargarh,sharifabad,12010,0,sharifabad,8882
barabanki,haidargarh,shivarajpur,12011,0,shivarajpur,17346
barabanki,haidargarh,shukulpur,12012,0,shukulpur,16462
barabanki,haidargarh,sidhiyaavaan,12013,0,sidhiyaavaan,8884
barabanki,haidargarh,sithumau,12014,0,,
barabanki,haidargarh,thalwaara,12015,0,thalwaara,8885
barabanki,haidargarh,thanpur,12016,0,,
barabanki,haidargarh,tikarhuvaan,12017,0,,
barabanki,haidargarh,umrwal crisia,12018,0,,
barabanki,haidargarh,valigervaan,12019,0,,
barabanki,harakh,barbasauli,12029,0,,
barabanki,harakh,doulatpurmohabbatpur,12043,0,,
barabanki,harakh,isroli seth,12051,0,,
barabanki,harakh,jaidpur dehaat,12052,0,,
barabanki,harakh,karodin kala,12055,0,,
barabanki,harakh,magarval,12059,0,magarval,6057
barabanki,harakh,mohammadpur,12063,0,mohammadpur,44910
barabanki,harakh,mubarakapur,12066,0,mubarakapur,14396
barabanki,harakh,nidanpur,12069,0,,
barabanki,harakh,pandra,12072,0,,
barabanki,harakh,rahimabad,12074,0,,
barabanki,harakh,satrikh dehaat,12078,0,,
barabanki,harakh,sheshpur,12082,0,,
barabanki,masauli,beri,12104,0,beri,89
barabanki,masauli,chilowki,12109,0,,
barabanki,masauli,gadaipur,12114,0,gadaipur,25532
barabanki,masauli,godari,12115,0,,
barabanki,masauli,hetampur,12117,0,,
barabanki,masauli,jalalpur,12119,0,jalalpur,18509
barabanki,masauli,raipur,12136,0,raipur,30064
barabanki,masauli,wajidpur,12150,0,wajidpur,4585
barabanki,nindura,amaavaan,12154,0,,
barabanki,nindura,bhandar,12168,0,,
barabanki,nindura,dafarpur,12173,0,,
barabanki,nindura,dhadhara,12175,0,,
barabanki,nindura,ibrahimpur,12187,0,ibrahimpur,45090
barabanki,nindura,jajiamu,12189,0,,
barabanki,nindura,madinpur,12205,0,,
barabanki,nindura,maujampur,12209,0,,
barabanki,nindura,sarai shahbaaj,12228,0,,
barabanki,nindura,sirsaipur,12232,0,,
barabanki,nindura,tahitpur,12233,0,,
barabanki,nindura,thakuramu,12235,0,,
barabanki,nindura,udhapur,12237,0,,
barabanki,puuredlai,arsanda,12242,0,,
barabanki,puuredlai,badshaah nagar,12246,0,,
barabanki,puuredlai,dereraja,12255,0,,
barabanki,puuredlai,kudha,12268,0,kudha,16826
barabanki,puuredlai,sarai saf,12282,0,,
barabanki,puuredlai,sikarohara,12284,0,,
barabanki,ramnagar,ashokapur,12298,0,ashokapur,31520
barabanki,ramnagar,bhitaura,12306,0,,
barabanki,ramnagar,dadiamu,12316,0,,
barabanki,ramnagar,gondaura,12323,0,,
barabanki,ramnagar,kajipur,12328,0,,
barabanki,ramnagar,lalupur,12335,0,,
barabanki,ramnagar,madna,12337,0,madna,18442
barabanki,ramnagar,masudmau,12340,0,,
barabanki,ramnagar,puure jabar,12348,0,,
barabanki,ramnagar,pyarepur,12349,0,,
barabanki,ramnagar,rampur khargi,12350,0,,
barabanki,siddhaur,aluvamau,12369,0,,
barabanki,siddhaur,asadaamau,12373,0,,
barabanki,siddhaur,basantpur,12377,0,basantpur,10785
barabanki,siddhaur,bibipur,12383,0,,
barabanki,siddhaur,birapur,12386,0,birapur,16148
barabanki,siddhaur,chhatora,12390,0,,
barabanki,siddhaur,dhedhia,12393,0,,
barabanki,siddhaur,ganjariya,12398,0,,
barabanki,siddhaur,inayatpur,12401,0,inayatpur,21927
barabanki,siddhaur,kamalapur,12408,0,kamalapur,16554
barabanki,siddhaur,kasbaa,12410,0,,
barabanki,siddhaur,kumharanva,12415,0,,
barabanki,siddhaur,loharpur,12417,0,,
barabanki,siddhaur,madarpurbahadur singh,12419,0,,
barabanki,siddhaur,mirzapur,12426,0,mirzapur,38877
barabanki,siddhaur,mo0chandisingh,12427,0,,
barabanki,siddhaur,mo0poor husainbaksh,12428,0,,
barabanki,siddhaur,nurapur,12436,0,,
barabanki,siddhaur,purechandraman,12443,0,,
barabanki,siddhaur,qutubapur,12444,0,,
barabanki,siddhaur,rasulabad biharilal,12445,0,,
barabanki,siddhaur,salabhari,12449,0,,
barabanki,siddhaur,sarai purakhu,12452,0,,
barabanki,siddhaur,tandva,12461,0,,
barabanki,siroli gauspur,bharthipur,12471,0,,
barabanki,siroli gauspur,chaila,12475,0,,
barabanki,siroli gauspur,dudi,12481,0,dudi,17995
barabanki,siroli gauspur,ghusediya,12483,0,,
barabanki,siroli gauspur,jagadishpur,12487,0,jagadishpur,30631
barabanki,siroli gauspur,jalalpur,12488,0,jalalpur,20122
barabanki,siroli gauspur,lodhpurva,12498,0,,
barabanki,siroli gauspur,madarpur,12499,0,madarpur,44689
barabanki,siroli gauspur,muhiuddinpur gairabad,12510,0,,
barabanki,siroli gauspur,mushkipur,12512,0,,
barabanki,siroli gauspur,parasa   saradaha sahanimau,12516,0,,
barabanki,siroli gauspur,peethapur,12517,0,,
barabanki,siroli gauspur,rajapur,12519,0,rajapur,18321
barabanki,siroli gauspur,siroli gung,12529,0,,
barabanki,suratganj,ballopur 2,12543,0,,
barabanki,suratganj,bamhanaavaan,12544,0,,
barabanki,suratganj,banjariya,12546,0,,
barabanki,suratganj,gangaura,12567,0,,
barabanki,suratganj,goa,12569,0,,
barabanki,suratganj,goa manzaara,12570,0,,
barabanki,suratganj,goda,12571,0,,
barabanki,suratganj,jaidpur,12577,0,,
barabanki,suratganj,jigni,12578,0,,
barabanki,suratganj,kajiyapur,12581,0,,
barabanki,suratganj,karanpur,12583,0,karanpur,44817
barabanki,suratganj,kutaloopur,12589,0,,
barabanki,suratganj,kyontli,12590,0,,
barabanki,suratganj,lakoda,12591,0,,
barabanki,suratganj,loharpur,12594,0,,
barabanki,suratganj,mallapur,12597,0,,
barabanki,suratganj,ranjitpur,12618,0,,
barabanki,suratganj,richhlaa,12619,0,,
barabanki,suratganj,sultanpur,12626,0,sultanpur,22117
barabanki,suratganj,suriamu,12628,0,,
barabanki,suratganj,surjanpur,12629,0,,
barabanki,suratganj,tenva,12633,0,,
barabanki,suratganj,umari dwitiya,12635,0,,
barabanki,suratganj,umari pratham,12636,0,,
barabanki,trivediganj,aladdpur,12640,0,,
barabanki,trivediganj,badwal,12642,0,,
barabanki,trivediganj,durgaganj,12655,0,durgaganj,25526
barabanki,trivediganj,khemipur,12671,0,khemipur,44993
barabanki,trivediganj,rabadahia,12690,0,,
barabanki,trivediganj,raghavpur,12691,0,,
barabanki,trivediganj,ranmipur,12693,0,,
barabanki,trivediganj,thakurpur,12703,0,,
bareli,alampur jafarabad,alinagar,12706,0,,
bareli,alampur jafarabad,dalippur,12727,0,,
bareli,alampur jafarabad,kallia,12741,0,,
bareli,alampur jafarabad,kohni pratappur,12750,0,,
bareli,alampur jafarabad,kudda,12751,0,,
bareli,alampur jafarabad,musaraah,12764,0,,
bareli,alampur jafarabad,nitoi,12769,0,,
bareli,alampur jafarabad,panvadiyaa,12771,0,,
bareli,alampur jafarabad,premarajpur,12773,0,,
bareli,alampur jafarabad,saraau,12781,0,,
bareli,alampur jafarabad,shekhoopur urf biharipur,12784,0,,
bareli,alampur jafarabad,tadpura navadiya,12790,0,,
bareli,bahedi,ambarpur,12800,0,,
bareli,bahedi,amdanda,12801,0,,
bareli,bahedi,badora,12802,0,badora,16137
bareli,bahedi,bahadurpur,12803,0,bahadurpur,22122
bareli,bahedi,fabganj,12816,0,,
bareli,bahedi,fardiya manakara,12817,0,,
bareli,bahedi,harsu nagala,12824,0,,
bareli,bahedi,jawaharpur,12832,0,,
bareli,bahedi,khempur,12837,0,,
bareli,bahedi,madhukarpur,12843,0,madhukarpur,14225
bareli,bahedi,makasuudanpur,12844,0,,
bareli,bahedi,manua pattee,12848,0,,
bareli,bahedi,nandpur,12858,0,nandpur,20198
bareli,bahedi,narin nagala,12859,0,,
bareli,bahedi,panvadiyaa,12864,0,,
bareli,bahedi,parohi,12865,0,,
bareli,bahedi,tuli,12890,0,,
bareli,bahedi,uganpur,12891,0,,
bareli,bahedi,unai khalsa,12892,0,,
bareli,bhadpura,asua,12911,0,asua,20395
bareli,bhadpura,biharipur pitamram,12921,0,,
bareli,bhadpura,bijasin,12922,0,,
bareli,bhadpura,dandia najamulanishaan,12928,0,,
bareli,bhadpura,dandia safadar ali,12929,0,,
bareli,bhadpura,dhamipur,12931,0,,
bareli,bhadpura,guldiya mahipat,12934,0,,
bareli,bhadpura,jagarajpur,12936,0,,
bareli,bhadpura,kunwarpur karimjan,12949,0,,
bareli,bhadpura,lamkheda,12952,0,,
bareli,bhadpura,nakatiyaa,12962,0,,
bareli,bhadpura,navadiya mothiram,12968,0,,
bareli,bhadpura,pehana,12972,0,,
bareli,bhadpura,phulavahia,12973,0,,
bareli,bhadpura,satvan pattee,12976,0,,
bareli,bhadpura,visheshrpur,12982,0,,
bareli,bhojipura,akhriyarpur,12985,0,,
bareli,bhojipura,bujiya shumali,12995,0,,
bareli,bhojipura,gupalapur,13009,0,,
bareli,bhojipura,jallaapur shobhaaram,13014,0,,
bareli,bhojipura,jamuniya jaagir,13015,0,,
bareli,bhojipura,janfarpur,13016,0,,
bareli,bhojipura,manda,13031,0,manda,30841
bareli,bhojipura,masit,13032,0,masit,40542
bareli,bhojipura,mawai,13033,0,mawai,14336
bareli,bhojipura,miyampur,13035,0,,
bareli,bhojipura,pareva mo0 ali,13045,0,,
bareli,bhojipura,safari,13053,0,,
bareli,bhuta,athayan,13065,0,,
bareli,bhuta,badra kasmpur,13066,0,,
bareli,bhuta,bahadurpur karod,13067,0,,
bareli,bhuta,bebal barkatpur,13071,0,,
bareli,bhuta,bhavanpur niamtulla,13075,0,,
bareli,bhuta,bilaua,13077,0,,
bareli,bhuta,dalpatpur,13084,0,dalpatpur,44869
bareli,bhuta,jihi,13098,0,,
bareli,bhuta,kalyanpur,13102,0,kalyanpur,21929
bareli,bhuta,kanja chakarpur,13103,0,,
bareli,bhuta,khaataa,13104,0,,
bareli,bhuta,kiratpur dhiri,13111,0,,
bareli,bhuta,kuyiya rampur,13114,0,,
bareli,bhuta,reona kala,13137,0,,
bareli,bhuta,roopiyapur,13139,0,,
bareli,bhuta,sahauliya mahauliya,13140,0,,
bareli,bhuta,simra vahor nagala,13146,0,,
bareli,bhuta,udaipur ganesh kheda,13150,0,,
bareli,damkhoda,atariyaa,13155,0,,
bareli,damkhoda,baikar shahpur,13157,0,,
bareli,damkhoda,bakainiya kalekho,13159,0,,
bareli,damkhoda,churaila,13169,0,,
bareli,damkhoda,gauri kheda,13177,0,,
bareli,damkhoda,gopalpur,13179,0,gopalpur,21458
bareli,damkhoda,manunagar,13198,0,,
bareli,damkhoda,rohaniya,13213,0,,
bareli,damkhoda,unhaini jaagir,13221,0,,
bareli,faridpur,bhikampur i0 shivpuri,13234,0,,
bareli,faridpur,brahammpur kundan,13236,0,,
bareli,faridpur,dhairua,13238,0,,
bareli,faridpur,diornia,13241,0,,
bareli,faridpur,jed,13248,0,,
bareli,faridpur,karanpur kalaan,13254,0,,
bareli,faridpur,kiratpur pareva,13261,0,,
bareli,faridpur,maini,13267,0,,
bareli,faridpur,mastipur,13269,0,mastipur,31418
bareli,faridpur,megi nagala,13270,0,,
bareli,faridpur,navadiya ashok,13276,0,,
bareli,faridpur,rajanapur,13283,0,,
bareli,faridpur,rampura kaman,13285,0,,
bareli,faridpur,sindhwa nakhiganj,13295,0,,
bareli,fatehganj (pa0),adhakata vrahmanan,13304,0,,
bareli,fatehganj (pa0),badhepura,13309,0,,
bareli,fatehganj (pa0),bafari abdulnavipur,13311,0,,
bareli,fatehganj (pa0),daadha,13319,0,daadha,21634
bareli,fatehganj (pa0),dugarpur,13324,0,dugarpur,14993
bareli,fatehganj (pa0),janak jaagir,13328,0,,
bareli,fatehganj (pa0),jiyangala,13329,0,,
bareli,fatehganj (pa0),kanungala,13330,0,,
bareli,fatehganj (pa0),kera,13331,0,,
bareli,fatehganj (pa0),lalpur,13338,0,lalpur,51777
bareli,fatehganj (pa0),madhaumpur maafee,13341,0,,
bareli,fatehganj (pa0),mansoorganj,13344,0,,
bareli,fatehganj (pa0),murarpur,13346,0,,
bareli,fatehganj (pa0),satuiya pattee,13358,0,,
bareli,fatehganj (pa0),unasi,13367,0,unasi,14786
bareli,kyaara,aina,13371,0,,
bareli,kyaara,thiria thakuran,13406,0,,
bareli,majhagavaan,awadanpur,13421,0,,
bareli,majhagavaan,basantpur,13424,0,,
bareli,majhagavaan,bhajanai,13426,0,,
bareli,majhagavaan,dashipur,13433,0,,
bareli,majhagavaan,dhakiya,13435,0,,
bareli,majhagavaan,dhakora,13436,0,,
bareli,majhagavaan,dhirpur,13437,0,dhirpur,14714
bareli,majhagavaan,hajipur,13445,0,,
bareli,majhagavaan,kishanpur jaidpur,13460,0,,
bareli,majhagavaan,kishansinghpur,13461,0,,
bareli,majhagavaan,kunderiya khurd,13464,0,,
bareli,majhagavaan,mirzapur,13470,0,mirzapur,45847
bareli,majhagavaan,rampura khurd,13487,0,,
bareli,majhagavaan,shekhoopur khalsa,13492,0,,
bareli,majhagavaan,shivnagar naugavaan,13493,0,,
bareli,mirganj,khamariya sani,13532,0,,
bareli,mirganj,masihabad,13538,0,,
bareli,mirganj,pahucha khurd,13547,0,,
bareli,mirganj,sahasaa,13553,0,,
bareli,mirganj,sainjana,13554,0,,
bareli,mirganj,shisham kheda,13556,0,,
bareli,mirganj,sillapur,13558,0,,
bareli,mirganj,singra,13560,0,singra,40188
bareli,mirganj,vahadurpur 2,13568,0,,
bareli,nawabganj,bhatpura jaagir,13580,0,,
bareli,nawabganj,dandia veram nagala,13586,0,,
bareli,nawabganj,gargaiya,13593,0,,
bareli,nawabganj,grem,13597,0,,
bareli,nawabganj,gurganva,13599,0,,
bareli,nawabganj,kalyanpur hikmachali,13608,0,,
bareli,nawabganj,laikhda,13619,0,,
bareli,nawabganj,malhpur,13623,0,malhpur,31013
bareli,nawabganj,mudiya vishansahay,13631,0,,
bareli,nawabganj,mujhaina jaagir,13632,0,,
bareli,nawabganj,mujhaina santosh,13633,0,,
bareli,nawabganj,navadiya bamanpuri,13635,0,,
bareli,nawabganj,pareva kurmian,13639,0,,
bareli,nawabganj,ram nagariyaa,13646,0,,
bareli,nawabganj,rampatia visharadli,13647,0,,
bareli,nawabganj,rasula camerul nisha,13648,0,,
bareli,nawabganj,ratana chunni laal,13650,0,,
bareli,nawabganj,sadarpur,13656,0,sadarpur,21787
bareli,nawabganj,shahpur inayatulla,13663,0,,
bareli,nawabganj,soraha,13667,0,,
bareli,nawabganj,tumdia,13672,0,,
bareli,nawabganj,yakubpur,13675,0,yakubpur,45050
bareli,ramnagar,bhuripur,13682,0,bhuripur,18287
bareli,ramnagar,gurva,13695,0,,
bareli,ramnagar,khargpur,13705,0,khargpur,14113
bareli,ramnagar,kitauna,13707,0,,
bareli,ramnagar,majara doulatpur,13711,0,,
bareli,ramnagar,piparia virpur,13721,0,,
bareli,shergarh,aspur kheda,13737,0,,
bareli,shergarh,banaia,13741,0,,
bareli,shergarh,biharipur,13746,0,,
bareli,shergarh,biharipur istamraar,13747,0,,
bareli,shergarh,cower khaas,13751,0,,
bareli,shergarh,jiyangala,13769,0,,
bareli,shergarh,jokhanpur abhoopura,13770,0,,
bareli,shergarh,kasbaapur,13775,0,,
bareli,shergarh,khaataa,13776,0,,
bareli,shergarh,kutakpur,13777,0,,
bareli,shergarh,nagala,13789,0,,
bareli,shergarh,nyamatpur,13793,0,nyamatpur,20491
bareli,shergarh,pipuli,13800,0,,
bareli,shergarh,sangrampur,13807,0,,
bareli,shergarh,senda,13810,0,,
bareli,shergarh,sheeshgarh dehaat -girdharpur,13813,0,,
bareli,shergarh,sultanpur,13817,0,sultanpur,31649
bareli,shergarh,tanda,13818,0,,
bareli,shergarh,vayudha,13822,0,,
bareli,vithrichunpur,adhalakhiya,13825,0,,
bareli,vithrichunpur,bhikampur,13836,0,bhikampur,34795
bareli,vithrichunpur,chowd,13842,0,,
bareli,vithrichunpur,dhaurera maafee,13844,0,,
bareli,vithrichunpur,didaar patti,13845,0,,
bareli,vithrichunpur,dohara,13846,0,,
