res_15_gp_id,block,gp,district,merge10gp
50179,sambhal,singhpur sani,sambhal,0
50180,sambhal,sisauta,sambhal,0
50181,sambhal,sujatpur,sambhal,0
50182,sambhal,tatarpur majara batoa,sambhal,0
50183,sambhal,tatarpur road,sambhal,0
50184,sambhal,turtipurailha,sambhal,0
50185,sambhal,varipur bhamaroua,sambhal,0
50186,sambhal,wajidpur sarai,sambhal,0
50187,vaniya kheda,aataa,sambhal,0
50188,vaniya kheda,adampur,sambhal,0
50189,vaniya kheda,akarouli,sambhal,0
50190,vaniya kheda,akbarpur chituri,sambhal,0
50191,vaniya kheda,alampur kudaiya,sambhal,0
50192,vaniya kheda,alavalpur bhator,sambhal,0
50193,vaniya kheda,alhaidadpur champoo,sambhal,0
50194,vaniya kheda,asalatpur jaari,sambhal,0
50195,vaniya kheda,bakarpur bhaitari,sambhal,0
50196,vaniya kheda,baniyaa kheda,sambhal,0
50197,vaniya kheda,barrai,sambhal,0
50198,vaniya kheda,behata sahu,sambhal,0
50199,vaniya kheda,bhulaawai,sambhal,0
50200,vaniya kheda,buddha nagar khandawa,sambhal,0
50201,vaniya kheda,cocavaas,sambhal,0
50202,vaniya kheda,devarkheda,sambhal,0
50203,vaniya kheda,faridpur khaas,sambhal,0
50204,vaniya kheda,fatehpur daal,sambhal,0
50205,vaniya kheda,gumthal,sambhal,0
50206,vaniya kheda,janata,sambhal,0
50207,vaniya kheda,jeroi hayaat nagar,sambhal,0
50208,vaniya kheda,kaithal,sambhal,0
50209,vaniya kheda,kareli,sambhal,0
50210,vaniya kheda,khatata,sambhal,0
50211,vaniya kheda,kheda khaas,sambhal,0
50212,vaniya kheda,maanak poor neroli,sambhal,0
50213,vaniya kheda,majhavali,sambhal,0
50214,vaniya kheda,mau -assu,sambhal,0
50215,vaniya kheda,mau0 ganj,sambhal,0
50216,vaniya kheda,mau0 nagar kasbaa,sambhal,0
50217,vaniya kheda,mau0poor kaashi,sambhal,0
50218,vaniya kheda,maulagarh,sambhal,0
50219,vaniya kheda,may,sambhal,0
50220,vaniya kheda,nagala purva,sambhal,0
50221,vaniya kheda,nehata,sambhal,0
50222,vaniya kheda,pachaak,sambhal,0
50223,vaniya kheda,patarua,sambhal,0
50224,vaniya kheda,pathara,sambhal,0
50225,vaniya kheda,pura,sambhal,0
50226,vaniya kheda,raholi,sambhal,0
50227,vaniya kheda,rasulpur kaili,sambhal,0
50228,vaniya kheda,rustamgarh ugiya,sambhal,0
50229,vaniya kheda,saijani,sambhal,0
50230,vaniya kheda,sarai sikandar,sambhal,0
50244,baghauli,bakaha,sant kabir nagar,0
50247,baghauli,baraipaar,sant kabir nagar,0
50257,baghauli,chandani,sant kabir nagar,0
50266,baghauli,ekma,sant kabir nagar,0
50267,baghauli,feusi,sant kabir nagar,0
50270,baghauli,gaurapaar,sant kabir nagar,0
50276,baghauli,jagadishpur,sant kabir nagar,0
50283,baghauli,karauda,sant kabir nagar,0
50302,baghauli,parasakala,sant kabir nagar,0
50314,baghauli,sihorwaan,sant kabir nagar,0
50315,baghauli,sisva pathan,sant kabir nagar,0
50317,baghauli,sugharamaafee,sant kabir nagar,0
50320,baghauli,udsaraa,sant kabir nagar,0
50327,belahar kala,bardaad,sant kabir nagar,0
50330,belahar kala,batsra,sant kabir nagar,0
50337,belahar kala,bharwaliya babu,sant kabir nagar,0
50339,belahar kala,bhikhadad,sant kabir nagar,0
50345,belahar kala,devaria,sant kabir nagar,0
50365,belahar kala,kusumha maafee,sant kabir nagar,0
50368,belahar kala,lagadavar,sant kabir nagar,0
50371,belahar kala,manahawa,sant kabir nagar,0
50378,belahar kala,orahia manjharia,sant kabir nagar,0
50386,belahar kala,samantha,sant kabir nagar,0
50402,hesarbazar,barov,sant kabir nagar,0
50414,hesarbazar,debri,sant kabir nagar,0
50417,hesarbazar,dugharaa urf khera,sant kabir nagar,0
50422,hesarbazar,gaighat dwitiya,sant kabir nagar,0
50436,hesarbazar,kodicha,sant kabir nagar,0
50441,hesarbazar,manikapar,sant kabir nagar,0
50448,hesarbazar,netvapur,sant kabir nagar,0
50451,hesarbazar,patijeev,sant kabir nagar,0
50456,hesarbazar,ramjanglaa,sant kabir nagar,0
50461,hesarbazar,samardadi,sant kabir nagar,0
50471,hesarbazar,toda,sant kabir nagar,0
50477,khalilabad,anai,sant kabir nagar,0
50482,khalilabad,bari,sant kabir nagar,0
50494,khalilabad,chandahar,sant kabir nagar,0
50495,khalilabad,chilaunaa,sant kabir nagar,0
50498,khalilabad,daruaajapti adaalat,sant kabir nagar,0
50499,khalilabad,daruvajapti maafee,sant kabir nagar,0
50505,khalilabad,dharaichi,sant kabir nagar,0
50508,khalilabad,diktauli,sant kabir nagar,0
50510,khalilabad,dulhipar,sant kabir nagar,0
50512,khalilabad,fardiya,sant kabir nagar,0
50515,khalilabad,gajpur,sant kabir nagar,0
50522,khalilabad,imildiha,sant kabir nagar,0
50524,khalilabad,jorwa,sant kabir nagar,0
50525,khalilabad,karemuamaafee,sant kabir nagar,0
50527,khalilabad,kasaiyla,sant kabir nagar,0
50528,khalilabad,katbandh,sant kabir nagar,0
50530,khalilabad,kauwatar,sant kabir nagar,0
50531,khalilabad,kharvaniya kala,sant kabir nagar,0
50535,khalilabad,kusafar urf urdahava,sant kabir nagar,0
50536,khalilabad,lakshmipur urf nichaura,sant kabir nagar,0
50538,khalilabad,mahuaar,sant kabir nagar,0
50545,khalilabad,mehiuddeenpur,sant kabir nagar,0
50550,khalilabad,nagava,sant kabir nagar,0
50552,khalilabad,nahia khurd bujurg,sant kabir nagar,0
50553,khalilabad,nauhat,sant kabir nagar,0
50554,khalilabad,padariya,sant kabir nagar,0
50557,khalilabad,panaaram,sant kabir nagar,0
50559,khalilabad,popaya,sant kabir nagar,0
50561,khalilabad,raneepar,sant kabir nagar,0
50563,khalilabad,rasulpur,sant kabir nagar,0
50569,khalilabad,semra,sant kabir nagar,0
50571,khalilabad,shivashankarpur,sant kabir nagar,0
50572,khalilabad,shivasra,sant kabir nagar,0
50581,khalilabad,uparudh,sant kabir nagar,0
50592,menhadaval,basadila,sant kabir nagar,0
50593,menhadaval,beemapar,sant kabir nagar,0
50602,menhadaval,bhauraan,sant kabir nagar,0
50607,menhadaval,dadiya kala,sant kabir nagar,0
50608,menhadaval,damruvar,sant kabir nagar,0
50618,menhadaval,harpur,sant kabir nagar,0
50622,menhadaval,jamuat,sant kabir nagar,0
50631,menhadaval,khajura kala,sant kabir nagar,0
50636,menhadaval,kusuna khurd,sant kabir nagar,0
50638,menhadaval,manjhariatwari,sant kabir nagar,0
50639,menhadaval,mishrauliya mishra,sant kabir nagar,0
50640,menhadaval,mudli,sant kabir nagar,0
50641,menhadaval,naavadh,sant kabir nagar,0
50642,menhadaval,nachni,sant kabir nagar,0
50645,menhadaval,narainpur,sant kabir nagar,0
50650,menhadaval,padariya,sant kabir nagar,0
50664,menhadaval,shri nagar,sant kabir nagar,0
50665,menhadaval,suvarahawa,sant kabir nagar,0
50666,menhadaval,tadva,sant kabir nagar,0
50667,menhadaval,tharoli,sant kabir nagar,0
50668,menhadaval,tikri,sant kabir nagar,0
50674,nathanagar,ammadei,sant kabir nagar,0
50675,nathanagar,ataruliya urf mathia,sant kabir nagar,0
50682,nathanagar,belava,sant kabir nagar,0
50689,nathanagar,bhisahi urf bhiswariyaa,sant kabir nagar,0
50693,nathanagar,chandaapaar,sant kabir nagar,0
50698,nathanagar,devakali khurd,sant kabir nagar,0
50705,nathanagar,gaura,sant kabir nagar,0
50706,nathanagar,gaura khurd,sant kabir nagar,0
50713,nathanagar,hatwa,sant kabir nagar,0
50714,nathanagar,itauwa,sant kabir nagar,0
50720,nathanagar,kadsar,sant kabir nagar,0
50721,nathanagar,kadsra,sant kabir nagar,0
50722,nathanagar,kalan,sant kabir nagar,0
50730,nathanagar,koderi,sant kabir nagar,0
50732,nathanagar,lakhanapar,sant kabir nagar,0
50749,nathanagar,nokta,sant kabir nagar,0
50750,nathanagar,ojha pattee,sant kabir nagar,0
50762,nathanagar,shaantinragapar,sant kabir nagar,0
50764,nathanagar,shanicharaa choube,sant kabir nagar,0
50769,nathanagar,sukarauli,sant kabir nagar,0
50770,nathanagar,sukkhipur,sant kabir nagar,0
50773,nathanagar,tikuikol babu,sant kabir nagar,0
50774,nathanagar,tinahari,sant kabir nagar,0
50780,pauli,bhotaha,sant kabir nagar,0
50792,pauli,gaurapaar urf gaucesinghpur,sant kabir nagar,0
50793,pauli,gauwapar,sant kabir nagar,0
50795,pauli,kadji rustampur,sant kabir nagar,0
50796,pauli,kharchaa,sant kabir nagar,0
50802,pauli,loukihaan,sant kabir nagar,0
50804,pauli,madpauna,sant kabir nagar,0
50815,pauli,pachraa,sant kabir nagar,0
50819,pauli,parasir,sant kabir nagar,0
50825,pauli,sewaipar,sant kabir nagar,0
50830,pauli,udaha,sant kabir nagar,0
50833,simariyanva,ahiroli pratham,sant kabir nagar,0
50837,simariyanva,bajehara,sant kabir nagar,0
50842,simariyanva,bhangura ahiraani,sant kabir nagar,0
50855,simariyanva,chhapiyaanand raay,sant kabir nagar,0
50860,simariyanva,dadvamali,sant kabir nagar,0
50866,simariyanva,dharampura,sant kabir nagar,0
50871,simariyanva,gangaicha,sant kabir nagar,0
50872,simariyanva,gangauli,sant kabir nagar,0
50874,simariyanva,hadahaa,sant kabir nagar,0
50876,simariyanva,inayatpur,sant kabir nagar,0
50879,simariyanva,jigina,sant kabir nagar,0
50880,simariyanva,kadja,sant kabir nagar,0
50883,simariyanva,karma domen,sant kabir nagar,0
50889,simariyanva,koilsa,sant kabir nagar,0
50892,simariyanva,loukilala,sant kabir nagar,0
50897,simariyanva,musarad,sant kabir nagar,0
50906,simariyanva,pidva,sant kabir nagar,0
50907,simariyanva,pipara domen,sant kabir nagar,0
50910,simariyanva,piparahankaar,sant kabir nagar,0
50912,simariyanva,purava,sant kabir nagar,0
50917,simariyanva,ruchauli,sant kabir nagar,0
50918,simariyanva,safiabad,sant kabir nagar,0
50920,simariyanva,sathwaliya sutehara,sant kabir nagar,0
50925,simariyanva,sisva fataullah,sant kabir nagar,0
50932,simariyanva,tenuhaari awwal,sant kabir nagar,0
50939,simariyanva,upadhi,sant kabir nagar,0
50949,sotha,bajahi,sant kabir nagar,0
50950,sotha,bakiya,sant kabir nagar,0
50953,sotha,banjariya,sant kabir nagar,0
50956,sotha,bargadwamafee,sant kabir nagar,0
50959,sotha,belwamishra,sant kabir nagar,0
50961,sotha,bhatura,sant kabir nagar,0
50968,sotha,dhaurhara,sant kabir nagar,0
50970,sotha,gahavaa,sant kabir nagar,0
50971,sotha,ganvariyaa,sant kabir nagar,0
50984,sotha,katya,sant kabir nagar,0
50989,sotha,mahala,sant kabir nagar,0
50996,sotha,nakaahi,sant kabir nagar,0
51000,sotha,parasamaafee,sant kabir nagar,0
51001,sotha,parasavaniya,sant kabir nagar,0
51005,sotha,patharhat,sant kabir nagar,0
51008,sotha,pokharabhitwa,sant kabir nagar,0
51010,sotha,punaya,sant kabir nagar,0
51011,sotha,radharpar,sant kabir nagar,0
51013,sotha,rajur,sant kabir nagar,0
51025,bhavalkheda,ahmadpur niwajpur,shahjahanpur,0
51027,bhavalkheda,ainthahuseinpur,shahjahanpur,0
51033,bhavalkheda,barnai,shahjahanpur,0
51045,bhavalkheda,darapur chathiya,shahjahanpur,0
51046,bhavalkheda,daudpur urf muraadagaanv,shahjahanpur,0
51047,bhavalkheda,debras,shahjahanpur,0
51049,bhavalkheda,diganrpur,shahjahanpur,0
51056,bhavalkheda,gulda urf naugavaan,shahjahanpur,0
51061,bhavalkheda,jalaalanagar chungi vaahar (shahamatganj gautiya),shahjahanpur,0
51076,bhavalkheda,mau khalsa,shahjahanpur,0
51082,bhavalkheda,nigauna makarandpur,shahjahanpur,0
51088,bhavalkheda,rahimpur,shahjahanpur,0
51090,bhavalkheda,ramapur naankaree,shahjahanpur,0
51091,bhavalkheda,rausar,shahjahanpur,0
51105,bhavalkheda,sujatpur,shahjahanpur,0
51110,bhavalkheda,turkikheda,shahjahanpur,0
51116,dadarol,ajijpur jignera,shahjahanpur,0
51117,dadarol,ajijpur ta0 naugavaan,shahjahanpur,0
51125,dadarol,bhedpur,shahjahanpur,0
51142,dadarol,hasuajaju,shahjahanpur,0
51155,dadarol,kohni,shahjahanpur,0
51158,dadarol,madhvamai,shahjahanpur,0
51163,dadarol,mudiya narin,shahjahanpur,0
51165,dadarol,nagariyaa ta0 gopalpur,shahjahanpur,0
51169,dadarol,parvatpur,shahjahanpur,0
51171,dadarol,patharakuchh,shahjahanpur,0
51177,dadarol,rhighurd,shahjahanpur,0
51182,dadarol,simriya,shahjahanpur,0
51190,dadarol,vavakkarpur,shahjahanpur,0
51191,jalalabad,abdalpur alvela,shahjahanpur,0
51195,jalalabad,asarafpur,shahjahanpur,0
51202,jalalabad,bichaula,shahjahanpur,0
51206,jalalabad,chaukhutiyaa,shahjahanpur,0
51211,jalalabad,dhakaa ta0 ujera,shahjahanpur,0
51224,jalalabad,hullapur,shahjahanpur,0
51237,jalalabad,kundara ta0 pehana,shahjahanpur,0
51246,jalalabad,mudiya kalam,shahjahanpur,0
51248,jalalabad,nagariyaa bujurg,shahjahanpur,0
51253,jalalabad,pitaramau,shahjahanpur,0
51256,jalalabad,rampur,shahjahanpur,0
51257,jalalabad,rampurbain,shahjahanpur,0
51261,jalalabad,rustampurchak,shahjahanpur,0
51263,jalalabad,samachipur,shahjahanpur,0
51279,jotipur,bakharpur,shahjahanpur,0
51280,jotipur,bandia khurd,shahjahanpur,0
51283,jotipur,bhudiya,shahjahanpur,0
51293,jotipur,govindpur,shahjahanpur,0
51306,jotipur,laikheda,shahjahanpur,0
51338,kaant,babakkarpur,shahjahanpur,0
51339,kaant,babori i0 murena,shahjahanpur,0
51341,kaant,baruabujurg,shahjahanpur,0
51342,kaant,bhainsi,shahjahanpur,0
51362,kaant,jamuniya doulatpur,shahjahanpur,0
51363,kaant,jaraavan,shahjahanpur,0
51369,kaant,kuria dhodhon,shahjahanpur,0
51374,kaant,mitepur,shahjahanpur,0
51380,kaant,nanakpur,shahjahanpur,0
51384,kaant,padaicha,shahjahanpur,0
51389,kaant,rasem,shahjahanpur,0
51399,kalan,abdullanagar milakii,shahjahanpur,0
51407,kalan,bhudeli,shahjahanpur,0
51423,kalan,harnaukha,shahjahanpur,0
51444,kalan,rampura ta0 vaara,shahjahanpur,0
51447,kalan,saidapur,shahjahanpur,0
51499,katra - khudaaganj,paharipur vivia,shahjahanpur,0
51502,katra - khudaaganj,pauki,shahjahanpur,0
51509,katra - khudaaganj,sadupur,shahjahanpur,0
51510,katra - khudaaganj,saidapur,shahjahanpur,0
51511,katra - khudaaganj,saijana,shahjahanpur,0
51515,katra - khudaaganj,simaura,shahjahanpur,0
51521,khutar,andaha,shahjahanpur,0
51524,khutar,bhalaa,shahjahanpur,0
51525,khutar,bujiya,shahjahanpur,0
51531,khutar,dilippur,shahjahanpur,0
51538,khutar,hitauta,shahjahanpur,0
51547,khutar,ladti,shahjahanpur,0
51549,khutar,lukatah,shahjahanpur,0
51557,khutar,navadiya mankanth,shahjahanpur,0
51559,khutar,navadiya orilaal,shahjahanpur,0
51563,khutar,pratappur,shahjahanpur,0
51566,khutar,rampur kanla,shahjahanpur,0
51570,khutar,rujaha khurd,shahjahanpur,0
51576,khutar,sujanpur,shahjahanpur,0
51579,khutar,vijora vijauria,shahjahanpur,0
51587,madanapur,dhukri khud,shahjahanpur,0
51594,madanapur,girdharpur,shahjahanpur,0
51595,madanapur,guldiya,shahjahanpur,0
51596,madanapur,gumta,shahjahanpur,0
51619,madanapur,mirzabhanpur,shahjahanpur,0
51645,madanapur,viharipur kota,shahjahanpur,0
51663,mirzapur,damulia,shahjahanpur,0
51667,mirzapur,guteti uttar,shahjahanpur,0
51674,mirzapur,kadarabad,shahjahanpur,0
51687,mirzapur,narora,shahjahanpur,0
51699,mirzapur,siudi,shahjahanpur,0
51704,nigonhi,ajijpur,shahjahanpur,0
51706,nigonhi,anthapur,shahjahanpur,0
51708,nigonhi,arrjunpur,shahjahanpur,0
51710,nigonhi,bazeda-babedi,shahjahanpur,0
51715,nigonhi,bhavanipur,shahjahanpur,0
51716,nigonhi,bhudi,shahjahanpur,0
51718,nigonhi,chakbaraicha,shahjahanpur,0
51719,nigonhi,chakramali,shahjahanpur,0
51723,nigonhi,deeg,shahjahanpur,0
51727,nigonhi,gadha,shahjahanpur,0
51728,nigonhi,gangepr,shahjahanpur,0
51739,nigonhi,kabirpur jhotoopur,shahjahanpur,0
51763,nigonhi,rati,shahjahanpur,0
51772,nigonhi,un khurd,shahjahanpur,0
51773,nigonhi,vaidapur,shahjahanpur,0
51774,nigonhi,vajirpur,shahjahanpur,0
51777,nigonhi,varora,shahjahanpur,0
51787,puvaya,badhaaru bijla,shahjahanpur,0
51790,puvaya,behata ja0 jeva,shahjahanpur,0
51794,puvaya,bhatpura chandu,shahjahanpur,0
51795,puvaya,bilaiya,shahjahanpur,0
51797,puvaya,bujiya,shahjahanpur,0
51803,puvaya,dharmamangadapur khurd,shahjahanpur,0
51805,puvaya,fatepur bujurg,shahjahanpur,0
51808,puvaya,ghanashyampur bujurg,shahjahanpur,0
51815,puvaya,jaswantpur ja0 jenwa,shahjahanpur,0
51818,puvaya,jigania mujpta,shahjahanpur,0
51834,puvaya,nagala ja0 harnaa,shahjahanpur,0
51840,puvaya,piru,shahjahanpur,0
51843,puvaya,rasulpur bujurg,shahjahanpur,0
51846,puvaya,samulia,shahjahanpur,0
51859,puvaya,virampur,shahjahanpur,0
51865,sindhuli,badhela,shahjahanpur,0
51871,sindhuli,bhandari,shahjahanpur,0
51873,sindhuli,byor,shahjahanpur,0
51878,sindhuli,chandpai,shahjahanpur,0
51882,sindhuli,gaharaa,shahjahanpur,0
51887,sindhuli,gautiya dugarochi,shahjahanpur,0
51892,sindhuli,jalalabad,shahjahanpur,0
51896,sindhuli,kathpura,shahjahanpur,0
51900,sindhuli,khiria rasulpur,shahjahanpur,0
51903,sindhuli,kuinyaa ja0 kirtapur,shahjahanpur,0
51905,sindhuli,lakharam,shahjahanpur,0
51912,sindhuli,maini,shahjahanpur,0
51917,sindhuli,moorachha,shahjahanpur,0
51934,sindhuli,sakulia,shahjahanpur,0
51939,sindhuli,sisora,shahjahanpur,0
51959,tilhar,dhanela,shahjahanpur,0
51963,tilhar,ferojpur,shahjahanpur,0
51964,tilhar,guar,shahjahanpur,0
51966,tilhar,gurgiya bahadurpur,shahjahanpur,0
51981,tilhar,kua dada,shahjahanpur,0
51985,tilhar,mirgapur,shahjahanpur,0
51987,tilhar,mohanpur,shahjahanpur,0
51990,tilhar,navadiya ghooser,shahjahanpur,0
51991,tilhar,pakadiya,shahjahanpur,0
52018,tilhar,vitalpur prahaladapur,shahjahanpur,0
52023,vanda,bandi,shahjahanpur,0
52034,vanda,chikatia,shahjahanpur,0
52037,vanda,dalelpur jagadishpur,shahjahanpur,0
52051,vanda,karr kheda,shahjahanpur,0
52053,vanda,kulumjujharpur,shahjahanpur,0
52063,vanda,mudigava,shahjahanpur,0
52070,vanda,naveechi,shahjahanpur,0
52077,vanda,piparia harishchand,shahjahanpur,0
52092,vanda,udaipur khakhra,shahjahanpur,0
52100,kaandhala,aldi,shamali,0
52101,kaandhala,asadpur jidana,shamali,0
52102,kaandhala,bhaneda,shamali,0
52103,kaandhala,bharasi,shamali,0
52104,kaandhala,brahmakheda,shamali,0
52105,kaandhala,chadhaav,shamali,0
52106,kaandhala,dandukheda bangar,shamali,0
52107,kaandhala,dangrol,shamali,0
52108,kaandhala,dudhaar,shamali,0
52109,kaandhala,gangeru,shamali,0
52110,kaandhala,gurjarpur,shamali,0
52111,kaandhala,hurmajpur,shamali,0
52112,kaandhala,islampur ghasauli,shamali,0
52113,kaandhala,issopur teal,shamali,0
52114,kaandhala,jasaala,shamali,0
52115,kaandhala,kaandhala dehaat,shamali,0
52116,kaandhala,kaniyan,shamali,0
52117,kaandhala,khandravali,shamali,0
52118,kaandhala,kheda kurtaan,shamali,0
52119,kaandhala,khwaspur urf makhmulpur,shamali,0
52120,kaandhala,kivaana,shamali,0
52121,kaandhala,lisarh,shamali,0
52122,kaandhala,louharipur,shamali,0
52123,kaandhala,malakpur,shamali,0
52124,kaandhala,matnaavali,shamali,0
52125,kaandhala,mimla,shamali,0
52126,kaandhala,naala,shamali,0
52127,kaandhala,punjokhara,shamali,0
52128,kaandhala,rampur khedi,shamali,0
52129,kaandhala,rasulpur gujaran,shamali,0
52130,kaandhala,sulpha,shamali,0
52131,kaandhala,sunna,shamali,0
52132,kaandhala,tahitpur bhabhisa,shamali,0
52133,kairana,akbarpur sunheti,shamali,0
52134,kairana,badupura,shamali,0
52135,kairana,baraala,shamali,0
52136,kairana,barnavi,shamali,0
52137,kairana,basedda,shamali,0
52138,kairana,bhura,shamali,0
52139,kairana,bibipur hatiya,shamali,0
52140,kairana,binda,shamali,0
52141,kairana,candela,shamali,0
52142,kairana,dabhedi khurd,shamali,0
52143,kairana,erty,shamali,0
52144,kairana,gandarau,shamali,0
52145,kairana,gogwan,shamali,0
52146,kairana,higokhedrady,shamali,0
52147,kairana,issopur khurgan,shamali,0
52148,kairana,jadhedi,shamali,0
52149,kairana,jaganpur,shamali,0
52150,kairana,jahanpura,shamali,0
52151,kairana,jahilipur,shamali,0
52152,kairana,jhadkhedi,shamali,0
52153,kairana,kairana dehaat,shamali,0
52154,kairana,kannukhida badhuwa,shamali,0
52155,kairana,kaserva kalam,shamali,0
52156,kairana,kaserva khurd,shamali,0
52157,kairana,khedibuccha,shamali,0
52158,kairana,malakpur,shamali,0
52159,kairana,mamor,shamali,0
52160,kairana,mandavar,shamali,0
52161,kairana,mannamaajaraa,shamali,0
52162,kairana,mavi,shamali,0
52163,kairana,mavi ahatmaal timali,shamali,0
52164,kairana,mohammadpur rai,shamali,0
52165,kairana,mundetakala,shamali,0
52166,kairana,nangla rai,shamali,0
52167,kairana,paanvati kalam,shamali,0
52168,kairana,panjeetha,shamali,0
52169,kairana,ramda,shamali,0
52170,kairana,sahapat,shamali,0
52171,kairana,shekhpura,shamali,0
52172,kairana,teetarvada,shamali,0
52173,kairana,titoli,shamali,0
52174,kairana,unchaa gaanv,shamali,0
52175,oon,akapur funsgarh,shamali,0
52176,oon,ambaheta,shamali,0
52177,oon,babedi,shamali,0
52178,oon,balla maajaraa,shamali,0
52179,oon,bhaatu,shamali,0
52180,oon,bhadi mustafabad,shamali,0
52181,oon,bhamedi shahpur,shamali,0
52182,oon,bhogimaajaraa,shamali,0
52183,oon,bibipur jalalabad,shamali,0
52184,oon,biduli,shamali,0
52185,oon,binaa maajaraa,shamali,0
52186,oon,chousaana,shamali,0
52187,oon,chousaana jadid,shamali,0
52188,oon,chudhiyaari basii,shamali,0
52189,oon,dargahpur,shamali,0
52190,oon,datheda,shamali,0
52191,oon,dhidhaali,shamali,0
52192,oon,dokapura,shamali,0
52193,oon,dullakhedi,shamali,0
52194,oon,gadhi hasanpur,shamali,0
52195,oon,gagaur,shamali,0
52196,oon,gangarampur,shamali,0
52197,oon,gurjarpur,shamali,0
52198,oon,harsaanaa,shamali,0
52199,oon,hasanpur,shamali,0
52200,oon,hathchhoya,shamali,0
52201,oon,jamalpur,shamali,0
52202,oon,jijola,shamali,0
52203,oon,jonpur urf chhataula,shamali,0
52204,oon,kaala maajaraa,shamali,0
52205,oon,kabirpur ahatamali,shamali,0
52206,oon,kamalpur,shamali,0
52207,oon,keratu,shamali,0
52208,oon,khanpur jatan,shamali,0
52209,oon,khedabhau,shamali,0
52210,oon,khedi khushnam,shamali,0
52211,oon,khedki,shamali,0
52212,oon,khodsama,shamali,0
52213,oon,labbadaudpur,shamali,0
52214,oon,machhrauli,shamali,0
52215,oon,malendi,shamali,0
52216,oon,mansura,shamali,0
52217,oon,mundet khadar,shamali,0
52218,oon,myaan kasbaa,shamali,0
52219,oon,nai nangla naveen,shamali,0
52220,oon,nai nangla sakoti,shamali,0
52221,oon,nonangli,shamali,0
52222,oon,oudri fatehpur,shamali,0
52223,oon,panthoopura,shamali,0
52224,oon,patni partapur,shamali,0
52225,oon,pelkha,shamali,0
52226,oon,pindaura janhagirpur,shamali,0
52227,oon,pirkhida,shamali,0
52228,oon,puramaafee,shamali,0
52229,oon,rajakanagar,shamali,0
52230,oon,rajhad,shamali,0
52231,oon,rangana,shamali,0
52232,oon,saanpala,shamali,0
52233,oon,shamali shamla,shamali,0
52234,oon,sikandarpur,shamali,0
52235,oon,singra,shamali,0
52236,oon,subari,shamali,0
52237,oon,taana,shamali,0
52238,oon,taparana,shamali,0
52239,oon,tisang,shamali,0
52240,oon,toda,shamali,0
52241,oon,udpur,shamali,0
52242,oon,ulheni,shamali,0
52243,oon,vedakhedi,shamali,0
52244,oon,yahiyapur,shamali,0
52245,oon,yusufpur urf chautaraa,shamali,0
52246,shamali,adampur,shamali,0
52247,shamali,bahaavadi,shamali,0
52248,shamali,balava,shamali,0
52249,shamali,barlajtt,shamali,0
52250,shamali,bhaaju,shamali,0
52251,shamali,bhaneda jet,shamali,0
52252,shamali,bhausawaal,shamali,0
52253,shamali,bhikkaa maajaraa,shamali,0
52254,shamali,butrada,shamali,0
52255,shamali,butradi,shamali,0
52256,shamali,chunsa,shamali,0
52257,shamali,dhanauna,shamali,0
52258,shamali,fatehpur,shamali,0
52259,shamali,goharani,shamali,0
52260,shamali,goharpur,shamali,0
52261,shamali,jalalpur,shamali,0
52262,shamali,jandhedi,shamali,0
52263,shamali,jhaal,shamali,0
52264,shamali,kabadout,shamali,0
52265,shamali,kanjarhedy,shamali,0
52266,shamali,karauda hathi,shamali,0
52267,shamali,karaudi,shamali,0
52268,shamali,kasmpur,shamali,0
52269,shamali,khanpur,shamali,0
52270,shamali,khanpur talavaa maajaraa,shamali,0
52271,shamali,khedi karmu,shamali,0
52272,shamali,kudana,shamali,0
52273,shamali,kurmali,shamali,0
52274,shamali,lank,shamali,0
52275,shamali,liloun,shamali,0
52276,shamali,sikaa,shamali,0
52277,shamali,silavar,shamali,0
52278,shamali,sonta,shamali,0
52279,shamali,tajpur simbhalka,shamali,0
52280,thanabhavan,abdullapur urf mor maajaraa,shamali,0
52281,thanabhavan,ahaata gosgarh,shamali,0
52282,thanabhavan,ahmadpur,shamali,0
52283,thanabhavan,ambehata yakubpur,shamali,0
52284,thanabhavan,aurangabad urf gandevada,shamali,0
52285,thanabhavan,babari,shamali,0
52286,thanabhavan,banti kheda,shamali,0
52287,thanabhavan,bhaisani islampur,shamali,0
52288,thanabhavan,bhandauda,shamali,0
52289,thanabhavan,bhanedoudda,shamali,0
52290,thanabhavan,bunta,shamali,0
52291,thanabhavan,caloshikarpur,shamali,0
52292,thanabhavan,chandenaamaal,shamali,0
52293,thanabhavan,dabhedi,shamali,0
52294,thanabhavan,dakhodi jamalpur,shamali,0
52295,thanabhavan,gadhi abdulla kho,shamali,0
52296,thanabhavan,gogwan jalalpur,shamali,0
52297,thanabhavan,gurana,shamali,0
52298,thanabhavan,hared fatehpur,shamali,0
52299,thanabhavan,hasanpur luhaari,shamali,0
52300,thanabhavan,hind,shamali,0
52301,thanabhavan,hiranwada,shamali,0
52302,thanabhavan,jafarpur,shamali,0
52303,thanabhavan,jalalabad dehaat,shamali,0
52304,thanabhavan,jasaana urf mastagarh,shamali,0
52305,thanabhavan,johnipur,shamali,0
52306,thanabhavan,kaidi,shamali,0
52307,thanabhavan,kajipura,shamali,0
52308,thanabhavan,khanpur,shamali,0
52309,thanabhavan,kheda gadaai,shamali,0
52310,thanabhavan,khyavadi,shamali,0
52311,thanabhavan,madalpur,shamali,0
52312,thanabhavan,mahaotpur,shamali,0
