res_15_gp_id,block,gp,district,merge10gp
15657,suriyaanvaan,jagadishpur,bhadohi,0
15658,suriyaanvaan,jagatipur,bhadohi,0
15659,suriyaanvaan,jamunipur athgavaan,bhadohi,0
15660,suriyaanvaan,kador,bhadohi,0
15661,suriyaanvaan,kaida,bhadohi,0
15662,suriyaanvaan,kanchanpur,bhadohi,0
15663,suriyaanvaan,kariyaanw,bhadohi,0
15664,suriyaanvaan,kasturipur,bhadohi,0
15665,suriyaanvaan,khargpur,bhadohi,0
15666,suriyaanvaan,kirtipur,bhadohi,0
15667,suriyaanvaan,kochhiya,bhadohi,0
15668,suriyaanvaan,kodar,bhadohi,0
15669,suriyaanvaan,kolhua pandaipur,bhadohi,0
15670,suriyaanvaan,kusuda,bhadohi,0
15671,suriyaanvaan,laaganwari,bhadohi,0
15672,suriyaanvaan,lalipur,bhadohi,0
15673,suriyaanvaan,maanshahpur,bhadohi,0
15674,suriyaanvaan,madhupatty,bhadohi,0
15675,suriyaanvaan,magura,bhadohi,0
15676,suriyaanvaan,mahadepur,bhadohi,0
15677,suriyaanvaan,mahjuuda,bhadohi,0
15678,suriyaanvaan,mahuapur,bhadohi,0
15679,suriyaanvaan,makanpur,bhadohi,0
15680,suriyaanvaan,manapur,bhadohi,0
15681,suriyaanvaan,mardanshahpur,bhadohi,0
15682,suriyaanvaan,narottampur,bhadohi,0
15683,suriyaanvaan,nidiura,bhadohi,0
15684,suriyaanvaan,pattiwejav,bhadohi,0
15685,suriyaanvaan,purekhushhaal,bhadohi,0
15686,suriyaanvaan,puremanohar,bhadohi,0
15687,suriyaanvaan,saada,bhadohi,0
15688,suriyaanvaan,sanathpur,bhadohi,0
15689,suriyaanvaan,sarai bhavsingh,bhadohi,0
15690,suriyaanvaan,saraichhatrashah,bhadohi,0
15691,suriyaanvaan,sieraha,bhadohi,0
15692,suriyaanvaan,singhpur,bhadohi,0
15693,suriyaanvaan,talsupaila,bhadohi,0
15694,suriyaanvaan,tejsinghpur,bhadohi,0
15695,suriyaanvaan,tulapur bahaduran,bhadohi,0
15696,suriyaanvaan,ugaipur,bhadohi,0
15697,suriyaanvaan,varmohani,bhadohi,0
15698,suriyaanvaan,vihiyapur,bhadohi,0
15699,suriyaanvaan,vishnupur,bhadohi,0
15700,aaku nahator,a0khalikapur balram,bijanour,0
15710,aaku nahator,baramnagar,bijanour,0
15735,aaku nahator,kakaraalaa,bijanour,0
15740,aaku nahator,khandsal,bijanour,0
15766,aaku nahator,paharpur,bijanour,0
15770,aaku nahator,phulsanda hira,bijanour,0
15774,aaku nahator,raipur malihabad,bijanour,0
15775,aaku nahator,rampur,bijanour,0
15809,afjalgarh,champatpur chakala,bijanour,0
15811,afjalgarh,chhajamalwala,bijanour,0
15838,afjalgarh,mahasanpur,bijanour,0
15841,afjalgarh,mau0nagar urf jogipura,bijanour,0
15843,afjalgarh,meghpur,bijanour,0
15845,afjalgarh,mohaddinpur,bijanour,0
15846,afjalgarh,nagarpur khadkasan,bijanour,0
15848,afjalgarh,narayanpur,bijanour,0
15849,afjalgarh,padarathpur,bijanour,0
15851,afjalgarh,rafaitpur hulas,bijanour,0
15852,afjalgarh,raipuri,bijanour,0
15861,afjalgarh,shahpur jamaal bi0 e0,bijanour,0
15868,afjalgarh,syriavaali,bijanour,0
15869,afjalgarh,trilokpur,bijanour,0
15871,afjalgarh,umrpur natthan,bijanour,0
15872,afjalgarh,veerabhanvaala,bijanour,0
15874,alhepur dhampur,ajampur jamanibhan e0,bijanour,0
15884,alhepur dhampur,bamnauli,bijanour,0
15892,alhepur dhampur,coudipura,bijanour,0
15905,alhepur dhampur,harra ahmadpur jalaal,bijanour,0
15906,alhepur dhampur,haryana,bijanour,0
15907,alhepur dhampur,hasanpur palki,bijanour,0
15914,alhepur dhampur,kopa bi.e.,bijanour,0
15936,alhepur dhampur,nangla nattha bi.e.,bijanour,0
15950,alhepur dhampur,puuranpur,bijanour,0
15956,alhepur dhampur,sahanpur navada,bijanour,0
15960,alhepur dhampur,sarkathal maadho,bijanour,0
15964,alhepur dhampur,shekhpur bhavadaa,bijanour,0
15969,alhepur dhampur,umrpur khadar,bijanour,0
16005,haldaur,jainubabadinpur,bijanour,0
16015,haldaur,khedki tappa nagal,bijanour,0
16042,haldaur,rehadwa,bijanour,0
16043,haldaur,sadiapur,bijanour,0
16050,haldaur,shahabajpur khaanaa,bijanour,0
16054,haldaur,sikandarpur lalman,bijanour,0
16064,jalilpur,ajdev,bijanour,0
16072,jalilpur,aurangpur jogipura,bijanour,0
16073,jalilpur,baadi vaala,bijanour,0
16086,jalilpur,bibipura,bijanour,0
16095,jalilpur,fejipur khadar,bijanour,0
16098,jalilpur,hallaa nangla,bijanour,0
16105,jalilpur,ibrahimpur,bijanour,0
16128,jalilpur,mubarakapur,bijanour,0
16131,jalilpur,nargaur,bijanour,0
16148,jalilpur,ruknpur,bijanour,0
16151,jalilpur,saidpur urf nipura,bijanour,0
16155,jalilpur,sarai,bijanour,0
16158,jalilpur,shahpur bhasodi,bijanour,0
16159,jalilpur,shaikh sarai habib,bijanour,0
16162,jalilpur,sujatpur khadar,bijanour,0
16166,jalilpur,taharpur gulam emanain,bijanour,0
16176,kiratpur,alampur gagaan,bijanour,0
16178,kiratpur,amananagar,bijanour,0
16181,kiratpur,arajanipur,bijanour,0
16197,kiratpur,dhanori kuvar,bijanour,0
16205,kiratpur,islampur saadaat,bijanour,0
16208,kiratpur,jatpura,bijanour,0
16212,kiratpur,kithoda mufati,bijanour,0
16219,kiratpur,mubarakapur khosa urf nandpur,bijanour,0
16220,kiratpur,mukimpur padarath,bijanour,0
16227,kiratpur,rajaraampur pratap,bijanour,0
16239,kiratpur,shahojahapur roshan,bijanour,0
16241,kiratpur,sikri,bijanour,0
16243,kiratpur,sultanpur saadaat,bijanour,0
16250,kotwali,ajampur parama,bijanour,0
16253,kotwali,alaudadinpur,bijanour,0
16256,kotwali,alipura ganga,bijanour,0
16258,kotwali,allahedi,bijanour,0
16259,kotwali,asalampur bhullan,bijanour,0
16260,kotwali,aurangabad,bijanour,0
16272,kotwali,chandupura naseeb,bijanour,0
16273,kotwali,dhansulpur amaroli,bijanour,0
16274,kotwali,fajalpur bhaau,bijanour,0
16276,kotwali,garbpur,bijanour,0
16285,kotwali,hasakalipur dharma,bijanour,0
16286,kotwali,hasakalipur hira,bijanour,0
16293,kotwali,jagannathpur maheru,bijanour,0
16297,kotwali,jamalpur matlub,bijanour,0
16302,kotwali,kakkadpur,bijanour,0
16306,kotwali,kamaroudadin nagar,bijanour,0
16308,kotwali,kandarwaala,bijanour,0
16324,kotwali,ladpur,bijanour,0
16330,kotwali,makandpur rajmal,bijanour,0
16332,kotwali,malakpur dehri,bijanour,0
16334,kotwali,mau0poor dayaal,bijanour,0
16338,kotwali,mirzalipur bhaara,bijanour,0
16339,kotwali,miththopur,bijanour,0
16346,kotwali,naankarpur urf ramjeewaala,bijanour,0
16355,kotwali,raipur gadhi,bijanour,0
16363,kotwali,ratupura,bijanour,0
16366,kotwali,sabuwala,bijanour,0
16373,kotwali,sardarpur,bijanour,0
16377,kotwali,shahlipur aashaa,bijanour,0
16380,kotwali,shahvajpur,bijanour,0
16382,kotwali,sharifpur malakpur,bijanour,0
16385,kotwali,sikkawla,bijanour,0
16388,kotwali,takipur narottam,bijanour,0
16391,kotwali,telipada,bijanour,0
16394,kotwali,umrpur badkheda,bijanour,0
16401,mau0poor devamal,amirpur das urf dharmanagari,bijanour,0
16404,mau0poor devamal,baakar nangla,bijanour,0
16408,mau0poor devamal,barkatpur,bijanour,0
16413,mau0poor devamal,burhanudinpur,bijanour,0
16428,mau0poor devamal,gabalipur,bijanour,0
16450,mau0poor devamal,kishanwas,bijanour,0
16452,mau0poor devamal,kuvarpur chatarbhoj,bijanour,0
16474,mau0poor devamal,padampur,bijanour,0
16475,mau0poor devamal,papower khurd,bijanour,0
16483,mau0poor devamal,safpur bangar,bijanour,0
16500,nazibabad,ajampur gaji,bijanour,0
16502,nazibabad,akbarpur aanwala,bijanour,0
16513,nazibabad,begumpur bhaunnavala,bijanour,0
16525,nazibabad,fajalpur khaas,bijanour,0
16529,nazibabad,ganguwala,bijanour,0
16531,nazibabad,giradaava sahanpur,bijanour,0
16533,nazibabad,gulalawali,bijanour,0
16535,nazibabad,hakumatpur keshon,bijanour,0
16542,nazibabad,jagadishpur,bijanour,0
16544,nazibabad,jalbpur gudad,bijanour,0
16548,nazibabad,jatpura khaas,bijanour,0
16550,nazibabad,jhakkaaki,bijanour,0
16551,nazibabad,julykarpur gadhi,bijanour,0
16553,nazibabad,kaamgarpur,bijanour,0
16555,nazibabad,kalyanpur,bijanour,0
16564,nazibabad,kishorpur e0,bijanour,0
16567,nazibabad,lalpur sojimal bi0e0,bijanour,0
16568,nazibabad,maharaipur shaikh,bijanour,0
16571,nazibabad,mau0 alipur parama,bijanour,0
16572,nazibabad,mau0 amikhanpur,bijanour,0
16574,nazibabad,maujjampur saadaat,bijanour,0
16576,nazibabad,mayapuri,bijanour,0
16578,nazibabad,mirzapur,bijanour,0
16579,nazibabad,mirzapursayd,bijanour,0
16583,nazibabad,mubarakapur rathe,bijanour,0
16585,nazibabad,mustafapur aansu,bijanour,0
16586,nazibabad,musvikhanpur,bijanour,0
16597,nazibabad,qutubpur,bijanour,0
16598,nazibabad,raahuukhedi kaura,bijanour,0
16605,nazibabad,ranikota,bijanour,0
16618,nazibabad,shahpur umrao singh,bijanour,0
16620,nazibabad,shekhpurgadhu,bijanour,0
16627,nazibabad,tatarpur lalu,bijanour,0
16631,nurpur,afjalpur baldani,bijanour,0
16634,nurpur,araji bhaisa,bijanour,0
16641,nurpur,azamgarh urf ratangarh,bijanour,0
16642,nurpur,bair,bijanour,0
16647,nurpur,bhavanipur kaliya,bijanour,0
16649,nurpur,buchanagal,bijanour,0
16654,nurpur,chelapur,bijanour,0
16660,nurpur,doulatpur billouch,bijanour,0
16664,nurpur,fijpur,bijanour,0
16674,nurpur,himpur prithiya,bijanour,0
16681,nurpur,kasmpur villoch,bijanour,0
16693,nurpur,malba,bijanour,0
16695,nurpur,mau0 husseinpur,bijanour,0
16699,nurpur,mormakhdumpur,bijanour,0
16700,nurpur,mubarakapur nabada,bijanour,0
16705,nurpur,navada ravaanaa,bijanour,0
16707,nurpur,nurpur dehaat urf theri,bijanour,0
16744,syohara,alampuri,bijanour,0
16753,syohara,behalolpur,bijanour,0
16760,syohara,chakmahadood saini,bijanour,0
16770,syohara,husseinpur kala,bijanour,0
16780,syohara,khedist,bijanour,0
16782,syohara,kolasagar,bijanour,0
16785,syohara,lambia,bijanour,0
16791,syohara,malakpur,bijanour,0
16794,syohara,mevalamaafee,bijanour,0
16797,syohara,miththepur,bijanour,0
16809,syohara,rampur,bijanour,0
16810,syohara,rampur dulli,bijanour,0
16812,syohara,rasulpur kasbaa,bijanour,0
16823,syohara,sumalkhedi,bijanour,0
16825,syohara,vajirpur etamali,bijanour,0
16837,agauta,baudara,bulandshahr,0
16850,agauta,karkoda,bulandshahr,0
16852,agauta,khedi,bulandshahr,0
16878,anupshahar,amba,bulandshahr,0
16886,anupshahar,bodha,bulandshahr,0
16887,anupshahar,chacharai,bulandshahr,0
16905,anupshahar,khalikapur,bulandshahr,0
16916,anupshahar,muradanagar,bulandshahr,0
16918,anupshahar,nurpur urf karanpur,bulandshahr,0
16920,anupshahar,pagauna,bulandshahr,0
16927,anupshahar,rajapur,bulandshahr,0
16932,anupshahar,rutes bangar,bulandshahr,0
16940,anupshahar,shyoupuri,bulandshahr,0
16952,arniyaan,aterana,bulandshahr,0
16962,arniyaan,dower,bulandshahr,0
16965,arniyaan,ghataal,bulandshahr,0
16969,arniyaan,hirapur nagala jagat,bulandshahr,0
16971,arniyaan,hisuti,bulandshahr,0
16985,arniyaan,mirpur nagal,bulandshahr,0
17006,arniyaan,sherpur majara naisar,bulandshahr,0
17018,bi.bi.nagar,bainipur,bulandshahr,0
17022,bi.bi.nagar,daroli,bulandshahr,0
17049,bulandashahar,aimanpur,bulandshahr,0
17052,bulandashahar,amauli,bulandshahr,0
17057,bulandashahar,canthra,bulandshahr,0
17087,bulandashahar,kriyavali,bulandshahr,0
17108,bulandashahar,rijhoda,bulandshahr,0
17115,bulandashahar,valipura,bulandshahr,0
17119,danpur,amarpur,bulandshahr,0
17122,danpur,bandaur,bulandshahr,0
17124,danpur,baraina,bulandshahr,0
17142,danpur,ichhaavari,bulandshahr,0
17160,danpur,paigambarpur,bulandshahr,0
17180,dibai,amarnathbabu unchaagaanv khadar,bulandshahr,0
17183,dibai,bazeda,bulandshahr,0
17205,dibai,karansingh poor,bulandshahr,0
17215,dibai,nayabas bangar,bulandshahr,0
17217,dibai,niwadi khadar,bulandshahr,0
17226,dibai,ramvaas,bulandshahr,0
17257,gulaavati,jiravathi,bulandshahr,0
17261,gulaavati,ladelabs,bulandshahr,0
17267,gulaavati,rasulpur,bulandshahr,0
17269,gulaavati,saidpur khurrampur,bulandshahr,0
17273,gulaavati,utsra,bulandshahr,0
17279,jahangirabad,bhamarauli,bulandshahr,0
17298,jahangirabad,jamraoo,bulandshahr,0
17313,jahangirabad,maanakerura,bulandshahr,0
17316,jahangirabad,mathura nangal,bulandshahr,0
17336,khurja,ahmadpur navipur rampur,bulandshahr,0
17359,khurja,ganvaa,bulandshahr,0
17375,khurja,kamalpur bhadaura,bulandshahr,0
17376,khurja,kamalpur naisar,bulandshahr,0
17385,khurja,machhipur,bulandshahr,0
17389,khurja,mau0 karimpur urf dhankar,bulandshahr,0
17390,khurja,mauhammadpur maajaraa bichat,bulandshahr,0
17395,khurja,nagala asafpur,bulandshahr,0
17415,khurja,usamapur,bulandshahr,0
17442,lakhaavati,naubatpur,bulandshahr,0
17443,lakhaavati,palibegpur,bulandshahr,0
17454,lakhaavati,sannaut,bulandshahr,0
17460,lakhaavati,sikri,bulandshahr,0
17529,pahasu,vedarampur,bulandshahr,0
17532,shikarpur,aachru khurd,bulandshahr,0
17533,shikarpur,ajampur dariyapur,bulandshahr,0
17572,shikarpur,mustafabad dhudhaka,bulandshahr,0
17574,shikarpur,navada,bulandshahr,0
17577,shikarpur,puthri khurd,bulandshahr,0
17580,shikarpur,rajapura,bulandshahr,0
17584,shikarpur,rivada,bulandshahr,0
17607,sikandrabad,bainipur,bulandshahr,0
17613,sikandrabad,bhatpura,bulandshahr,0
17624,sikandrabad,chola,bulandshahr,0
17632,sikandrabad,fatehpur jaadon,bulandshahr,0
17638,sikandrabad,hasanpur baksua,bulandshahr,0
17646,sikandrabad,jaitpur,bulandshahr,0
17653,sikandrabad,khaguawas,bulandshahr,0
17659,sikandrabad,mandavara,bulandshahr,0
17665,sikandrabad,nangla kaala,bulandshahr,0
17670,sikandrabad,piraviabani,bulandshahr,0
17673,sikandrabad,ritoli,bulandshahr,0
17714,syana,nahachauli,bulandshahr,0
17731,unchaagaanv,chaanci,bulandshahr,0
17738,unchaagaanv,gasupur,bulandshahr,0
17757,unchaagaanv,nagaund,bulandshahr,0
17772,unchaagaanv,saunjana rani,bulandshahr,0
17776,unchaagaanv,timerpur,bulandshahr,0
17777,unchaagaanv,unispur,bulandshahr,0
17782,barahani,auraiya pattee gulab,chandauli,0
17789,barahani,belvaani,chandauli,0
17792,barahani,bhualpur,chandauli,0
17813,barahani,kakarhi,chandauli,0
17817,barahani,kaswada,chandauli,0
17818,barahani,ketakahani,chandauli,0
17820,barahani,khurhat,chandauli,0
17823,barahani,lokmanpur,chandauli,0
17825,barahani,mahuji,chandauli,0
17842,barahani,pokhara,chandauli,0
17850,barahani,tejopur,chandauli,0
17856,chahaniyaan,bachauli,chandauli,0
17864,chahaniyaan,chahanio,chandauli,0
17868,chahaniyaan,cower,chandauli,0
17872,chahaniyaan,derwankala,chandauli,0
17875,chahaniyaan,hinauta,chandauli,0
17877,chahaniyaan,husaipur,chandauli,0
17883,chahaniyaan,kalyanpur kalam,chandauli,0
17888,chahaniyaan,khonpur,chandauli,0
17890,chahaniyaan,kura,chandauli,0
17895,chahaniyaan,mahdora,chandauli,0
17925,chahaniyaan,roopetha,chandauli,0
17933,chahaniyaan,sarvanandpur,chandauli,0
17934,chahaniyaan,semra,chandauli,0
17945,chakiya,amara da0,chandauli,0
17959,chakiya,bikapur,chandauli,0
17961,chakiya,bujwal,chandauli,0
17964,chakiya,dadara,chandauli,0
17967,chakiya,dawari kala,chandauli,0
17972,chakiya,duhi,chandauli,0
17977,chakiya,garhwa semaur,chandauli,0
17984,chakiya,indrapurvaan,chandauli,0
17994,chakiya,kurthiya,chandauli,0
17999,chakiya,loharpuravaan,chandauli,0
18000,chakiya,mahadevapur kala,chandauli,0
18003,chakiya,mudahua u0,chandauli,0
18004,chakiya,muhammadabad,chandauli,0
18013,chakiya,pandi,chandauli,0
18014,chakiya,parasia kalam,chandauli,0
18016,chakiya,pritpur,chandauli,0
18022,chakiya,sadapur,chandauli,0
18026,chakiya,sota,chandauli,0
18028,chakiya,tiyari,chandauli,0
18030,chakiya,vijaipurvaan,chandauli,0
18032,chakiya,viyasad,chandauli,0
18049,chandauli,chanahataa,chandauli,0
18051,chandauli,chandauli sudaav,chandauli,0
18053,chandauli,chhitton,chandauli,0
18054,chandauli,darbeshpur,chandauli,0
18071,chandauli,jagadishpur,chandauli,0
18089,chandauli,mustafopur,chandauli,0
18094,chandauli,naugaraha,chandauli,0
18098,chandauli,paitua,chandauli,0
18100,chandauli,paranpurkala,chandauli,0
18106,chandauli,purava ta0 maidhi,chandauli,0
18117,chandauli,sultanpur,chandauli,0
18118,chandauli,tadia,chandauli,0
18122,dhanapur,alamkhatopur,chandauli,0
18139,dhanapur,chilbile,chandauli,0
18143,dhanapur,dhodhiyaan,chandauli,0
18146,dhanapur,gajendrapur,chandauli,0
18147,dhanapur,guraini,chandauli,0
18150,dhanapur,ikbalpur,chandauli,0
18155,dhanapur,jiyanpur,chandauli,0
18158,dhanapur,karajraan,chandauli,0
18163,dhanapur,kishunpuran,chandauli,0
18169,dhanapur,mathuchhalagiri,chandauli,0
18182,dhanapur,pandaipur milky,chandauli,0
18189,dhanapur,ramarepur,chandauli,0
18194,dhanapur,sarayaan,chandauli,0
18205,naugarh,amadaha charanpur,chandauli,0
18208,naugarh,bairgadh,chandauli,0
18211,naugarh,barbaspur,chandauli,0
18213,naugarh,bhisoda,chandauli,0
18214,naugarh,bodalpur,chandauli,0
18216,naugarh,chamerbaandh,chandauli,0
18217,naugarh,chikani,chandauli,0
18221,naugarh,devdattapur,chandauli,0
18225,naugarh,garhwa,chandauli,0
18227,naugarh,janakapur,chandauli,0
18228,naugarh,jarhar,chandauli,0
18231,naugarh,lakshimanpur,chandauli,0
18235,naugarh,malavar,chandauli,0
18238,naugarh,parasahva,chandauli,0
18240,naugarh,piparahi,chandauli,0
18242,naugarh,semra kushahi,chandauli,0
18246,naugarh,thaiva,chandauli,0
18256,niyamtabad,buudhvaar,chandauli,0
18272,niyamtabad,gauraiyaan,chandauli,0
18285,niyamtabad,jagadishpur urf bhatariyaan,chandauli,0
18288,niyamtabad,karvat,chandauli,0
18292,niyamtabad,khutahaa,chandauli,0
18293,niyamtabad,kudhekhurd,chandauli,0
18295,niyamtabad,kundaklan,chandauli,0
18301,niyamtabad,madhia,chandauli,0
18308,niyamtabad,mohammadpur,chandauli,0
18309,niyamtabad,mohammadpur-1,chandauli,0
18310,niyamtabad,nai kot,chandauli,0
18311,niyamtabad,naraina,chandauli,0
18326,niyamtabad,sedpura,chandauli,0
18332,niyamtabad,tahitpur,chandauli,0
18335,niyamtabad,vyasapur,chandauli,0
18342,sakaldiha,balarpur,chandauli,0
18344,sakaldiha,bardiha,chandauli,0
18348,sakaldiha,basaarikpur,chandauli,0
18350,sakaldiha,basantpur,chandauli,0
18356,sakaldiha,chandauli khurd,chandauli,0
18358,sakaldiha,danna,chandauli,0
18360,sakaldiha,debdhil,chandauli,0
18369,sakaldiha,divakarpur,chandauli,0
18383,sakaldiha,katehara,chandauli,0
18391,sakaldiha,lehara,chandauli,0
18397,sakaldiha,naganpur,chandauli,0
18401,sakaldiha,narainpur,chandauli,0
18413,sakaldiha,rampur urf karanpur,chandauli,0
18416,sakaldiha,rautpur,chandauli,0
18426,sakaldiha,sarehua khurd,chandauli,0
18428,sakaldiha,sedpura,chandauli,0
18429,sakaldiha,sevakhar khurd,chandauli,0
18432,sakaldiha,tadia,chandauli,0
18437,sakaldiha,timilpura,chandauli,0
18446,shahabganj,badora,chandauli,0
18448,shahabganj,baraav,chandauli,0
18451,shahabganj,basaadhi,chandauli,0
18452,shahabganj,bayarpur,chandauli,0
18461,shahabganj,dhodanpur,chandauli,0
18471,shahabganj,kalani,chandauli,0
18476,shahabganj,khaas,chandauli,0
18479,shahabganj,khilchi rajadiho,chandauli,0
18480,shahabganj,khojapur,chandauli,0
18489,shahabganj,mubarakapur,chandauli,0
18499,shahabganj,saraiya,chandauli,0
18505,shahabganj,sihar,chandauli,0
18512,karvi (chitrakoot),ahmedganj,chitrakoot,0
18513,karvi (chitrakoot),akbarpur (ba),chitrakoot,0
18514,karvi (chitrakoot),amanpur,chitrakoot,0
18515,karvi (chitrakoot),amiliha,chitrakoot,0
18516,karvi (chitrakoot),bagalai,chitrakoot,0
18517,karvi (chitrakoot),baihaar,chitrakoot,0
18520,karvi (chitrakoot),banari,chitrakoot,0
18522,karvi (chitrakoot),barach,chitrakoot,0
18524,karvi (chitrakoot),barwara,chitrakoot,0
18525,karvi (chitrakoot),bhabhunr,chitrakoot,0
18526,karvi (chitrakoot),bhaganpur,chitrakoot,0
18527,karvi (chitrakoot),bhagawatpur,chitrakoot,0
18530,karvi (chitrakoot),bharkorra,chitrakoot,0
18531,karvi (chitrakoot),bharthol,chitrakoot,0
18532,karvi (chitrakoot),bhisaundhaa,chitrakoot,0
18533,karvi (chitrakoot),bhitakheda condikheda,chitrakoot,0
18535,karvi (chitrakoot),chandragahna,chitrakoot,0
18536,karvi (chitrakoot),chhaparamaafee,chitrakoot,0
18537,karvi (chitrakoot),chhipani baahar kheda,chitrakoot,0
18538,karvi (chitrakoot),chillamaafee,chitrakoot,0
18539,karvi (chitrakoot),chitaragokulpur,chitrakoot,0
18541,karvi (chitrakoot),dhaurahi maafee,chitrakoot,0
18542,karvi (chitrakoot),dilaura,chitrakoot,0
18543,karvi (chitrakoot),dubaari,chitrakoot,0
18544,karvi (chitrakoot),dugavaan,chitrakoot,0
18545,karvi (chitrakoot),gadhighat,chitrakoot,0
18546,karvi (chitrakoot),ghuretanpur,chitrakoot,0
18547,karvi (chitrakoot),gobariyaa bujurg,chitrakoot,0
18550,karvi (chitrakoot),hinauta maafee,chitrakoot,0
18552,karvi (chitrakoot),itaore bheekhmpur,chitrakoot,0
18553,karvi (chitrakoot),kadarganj,chitrakoot,0
18554,karvi (chitrakoot),kahetamafee,chitrakoot,0
18555,karvi (chitrakoot),kalla,chitrakoot,0
18556,karvi (chitrakoot),kanthipur,chitrakoot,0
18557,karvi (chitrakoot),kapasethi,chitrakoot,0
18559,karvi (chitrakoot),karvimaafee,chitrakoot,0
18560,karvi (chitrakoot),kasahai,chitrakoot,0
18561,karvi (chitrakoot),kauhari,chitrakoot,0
18563,karvi (chitrakoot),khamhariya,chitrakoot,0
18564,karvi (chitrakoot),khoh,chitrakoot,0
18565,karvi (chitrakoot),khohi,chitrakoot,0
18566,karvi (chitrakoot),khutaha,chitrakoot,0
18567,karvi (chitrakoot),kolgadahia,chitrakoot,0
18568,karvi (chitrakoot),laudhiakhurd,chitrakoot,0
18569,karvi (chitrakoot),lodhvara,chitrakoot,0
18570,karvi (chitrakoot),machariha,chitrakoot,0
18571,karvi (chitrakoot),mainhaimafee,chitrakoot,0
18572,karvi (chitrakoot),makri-paharaa,chitrakoot,0
18573,karvi (chitrakoot),manpur,chitrakoot,0
18575,karvi (chitrakoot),mukundapur,chitrakoot,0
18576,karvi (chitrakoot),paahi,chitrakoot,0
18577,karvi (chitrakoot),padari,chitrakoot,0
18578,karvi (chitrakoot),pahadiabujurgsani,chitrakoot,0
18579,karvi (chitrakoot),paharaa,chitrakoot,0
18580,karvi (chitrakoot),parsauja,chitrakoot,0
18582,karvi (chitrakoot),patharaudi,chitrakoot,0
18583,karvi (chitrakoot),purvatarauha,chitrakoot,0
18584,karvi (chitrakoot),ragauli,chitrakoot,0
18585,karvi (chitrakoot),ramayapur,chitrakoot,0
18586,karvi (chitrakoot),ranipur bhatt,chitrakoot,0
18587,karvi (chitrakoot),ranipurakhaaki,chitrakoot,0
18588,karvi (chitrakoot),rapurvamaafee,chitrakoot,0
18590,karvi (chitrakoot),rauli kalyanpur,chitrakoot,0
18591,karvi (chitrakoot),rehuta,chitrakoot,0
18592,karvi (chitrakoot),rehutiyaa,chitrakoot,0
18593,karvi (chitrakoot),saipurmaafee,chitrakoot,0
18594,karvi (chitrakoot),sakarauli,chitrakoot,0
18595,karvi (chitrakoot),sangrampur,chitrakoot,0
18597,karvi (chitrakoot),shitalpurtarauha,chitrakoot,0
18598,karvi (chitrakoot),shivarampur,chitrakoot,0
18601,karvi (chitrakoot),simaria jagannathavasi,chitrakoot,0
18603,karvi (chitrakoot),sudinpur,chitrakoot,0
18604,karvi (chitrakoot),tamrabani,chitrakoot,0
18605,karvi (chitrakoot),taraanv,chitrakoot,0
18606,karvi (chitrakoot),titihara,chitrakoot,0
18607,manikpur,agarhuda,chitrakoot,0
18608,manikpur,ahira,chitrakoot,0
18609,manikpur,aichvaara,chitrakoot,0
18610,manikpur,ailha badhaiya,chitrakoot,0
18611,manikpur,amchuraneruva,chitrakoot,0
18612,manikpur,aravara,chitrakoot,0
18613,manikpur,bagadri,chitrakoot,0
18614,manikpur,bagarehi,chitrakoot,0
18615,manikpur,baghauda,chitrakoot,0
18616,manikpur,bambia,chitrakoot,0
18617,manikpur,barahamaafee,chitrakoot,0
18618,manikpur,basila,chitrakoot,0
18619,manikpur,bhori,chitrakoot,0
18620,manikpur,byur,chitrakoot,0
18621,manikpur,chandramaara,chitrakoot,0
18622,manikpur,char,chitrakoot,0
18623,manikpur,charadaha,chitrakoot,0
18624,manikpur,chherihakhurd,chitrakoot,0
18625,manikpur,churehakseruva,chitrakoot,0
18626,manikpur,cobara,chitrakoot,0
18627,manikpur,dadrimaafee,chitrakoot,0
18628,manikpur,devakali,chitrakoot,0
18629,manikpur,dhan,chitrakoot,0
18630,manikpur,dodamafee,chitrakoot,0
18631,manikpur,gadhchapa,chitrakoot,0
18633,manikpur,giduraha,chitrakoot,0
18634,manikpur,hanuva,chitrakoot,0
18635,manikpur,itwaan dudaila,chitrakoot,0
18636,manikpur,jaromaphi,chitrakoot,0
18637,manikpur,kailha,chitrakoot,0
18638,manikpur,kalyanpur,chitrakoot,0
18639,manikpur,karauha,chitrakoot,0
18641,manikpur,kharodh,chitrakoot,0
18642,manikpur,khichari,chitrakoot,0
18643,manikpur,kihuniyaan,chitrakoot,0
18644,manikpur,kota kadaila,chitrakoot,0
18645,manikpur,kothilihaai,chitrakoot,0
18646,manikpur,kui,chitrakoot,0
18647,manikpur,laudhiyamafee,chitrakoot,0
18648,manikpur,madaiyan,chitrakoot,0
18650,manikpur,magarhai,chitrakoot,0
18651,manikpur,managavaan,chitrakoot,0
18652,manikpur,mau gurdari,chitrakoot,0
18654,manikpur,nihi,chitrakoot,0
18655,manikpur,packoramaafee,chitrakoot,0
18656,manikpur,rampur kalyangarh,chitrakoot,0
18658,manikpur,ranipur kalyangarh,chitrakoot,0
18660,manikpur,rukma bujurg,chitrakoot,0
18661,manikpur,rukmakhurd,chitrakoot,0
18662,manikpur,sakarauha,chitrakoot,0
18664,manikpur,sarhat,chitrakoot,0
18665,manikpur,simradaha,chitrakoot,0
