district,block,res_15_gp,res_15_gp_id,merge10gp,res_10_gp,res_10_gp_id,res_10_block
ayodhya,haringtonganj,jamua,4465,0,,,
ayodhya,haringtonganj,johan,4466,0,,,
ayodhya,haringtonganj,kadanpur,4467,0,,,
ayodhya,haringtonganj,kanava,4468,0,,,
ayodhya,haringtonganj,keshavpur chilbile,4469,0,,,
ayodhya,haringtonganj,khadbhadia,4470,0,,,
ayodhya,haringtonganj,lakshmanpur grant,4471,0,,,
ayodhya,haringtonganj,malathughurd,4472,0,,,
ayodhya,haringtonganj,malethu bujurg,4473,0,,,
ayodhya,haringtonganj,mukimpur paharpur,4474,0,,,
ayodhya,haringtonganj,niamatpur,4475,0,,,
ayodhya,haringtonganj,nimdi,4476,0,,,
ayodhya,haringtonganj,palia lohani,4477,0,,,
ayodhya,haringtonganj,palia pratapashah,4478,0,,,
ayodhya,haringtonganj,paraspur sathra,4479,0,,,
ayodhya,haringtonganj,parasuhi,4480,0,,,
ayodhya,haringtonganj,paratajpur,4481,0,,,
ayodhya,haringtonganj,paruva,4482,0,,,
ayodhya,haringtonganj,rajora,4483,0,,,
ayodhya,haringtonganj,rampur johan,4484,0,,,
ayodhya,haringtonganj,ranapur,4485,0,,,
ayodhya,haringtonganj,revna,4486,0,,,
ayodhya,haringtonganj,rurukhaas,4487,0,,,
ayodhya,haringtonganj,sagarpatti,4488,0,,,
ayodhya,haringtonganj,sahabaabadagrant,4489,0,,,
ayodhya,haringtonganj,salipur,4490,0,,,
ayodhya,haringtonganj,semra,4491,0,,,
ayodhya,haringtonganj,sendhootara,4492,0,,,
ayodhya,haringtonganj,shankarpur,4493,0,,,
ayodhya,haringtonganj,sindhaura,4494,0,,,
ayodhya,haringtonganj,sohaval saloni,4495,0,,,
ayodhya,haringtonganj,uruva vaisya,4496,0,,,
ayodhya,masoudha,abanpur saroha,4497,0,abanpur saroha,18157,
ayodhya,masoudha,abboosarai,4498,0,,,
ayodhya,masoudha,amauna,4499,0,,,
ayodhya,masoudha,antpur,4500,0,,,
ayodhya,masoudha,aruvanva,4501,0,,,
ayodhya,masoudha,babhangavaa,4502,0,,,
ayodhya,masoudha,ballipur,4503,0,,,
ayodhya,masoudha,banbirpur,4504,0,,,
ayodhya,masoudha,barwa,4505,0,,,
ayodhya,masoudha,bhadokhr,4506,0,,,
ayodhya,masoudha,bhadrasa baahar,4507,0,,,
ayodhya,masoudha,bhaipur,4508,0,,,
ayodhya,masoudha,bheekhnpur,4509,0,,,
ayodhya,masoudha,bichhiya,4510,0,,,
ayodhya,masoudha,biruli,4511,0,,,
ayodhya,masoudha,chandpur cyle,4512,0,,,
ayodhya,masoudha,chandpur harvansh,4513,0,,,
ayodhya,masoudha,chhatirava,4514,0,,,
ayodhya,masoudha,cyle,4515,0,,,
ayodhya,masoudha,dabhasimur,4516,0,,,
ayodhya,masoudha,dasauli,4517,0,,,
ayodhya,masoudha,dharmadaspur,4518,0,,,
ayodhya,masoudha,dostpur,4519,0,,,
ayodhya,masoudha,doulatpur,4520,0,,,
ayodhya,masoudha,fatehpur saraiya,4521,0,,,
ayodhya,masoudha,ferozepur,4522,0,,,
ayodhya,masoudha,ferozepur up0,4523,0,,,
ayodhya,masoudha,gaddaupur,4524,0,,,
ayodhya,masoudha,ganja,4525,0,,,
ayodhya,masoudha,gauhaniya,4526,0,,,
ayodhya,masoudha,ghatmpur,4527,0,,,
ayodhya,masoudha,gopalpur,4528,0,,,
ayodhya,masoudha,hajipur sihampur,4529,0,,,
ayodhya,masoudha,hosapur,4530,0,,,
ayodhya,masoudha,husepur,4531,0,,,
ayodhya,masoudha,jagadishpur,4532,0,,,
ayodhya,masoudha,jalalabad,4533,0,,,
ayodhya,masoudha,janaura,4534,0,,,
ayodhya,masoudha,kadipur,4535,0,,,
ayodhya,masoudha,kalyaan bhadrasa,4536,0,,,
ayodhya,masoudha,kandaila,4537,0,,,
ayodhya,masoudha,khanpur masoudha,4538,0,,,
ayodhya,masoudha,khojanpur,4539,0,,,
ayodhya,masoudha,kotsarai,4540,0,,,
ayodhya,masoudha,madhavpur,4541,0,,,
ayodhya,masoudha,madhupur,4542,0,,,
ayodhya,masoudha,mahowa,4543,0,,,
ayodhya,masoudha,malikpur,4544,0,,,
ayodhya,masoudha,manapur,4545,0,,,
ayodhya,masoudha,mauyaduvanshpur,4546,0,,,
ayodhya,masoudha,minudadinpur,4547,0,,,
ayodhya,masoudha,mirzapur nimoli,4548,0,,,
ayodhya,masoudha,mirzapurmaafee,4549,0,,,
ayodhya,masoudha,mohiuddinpur,4550,0,,,
ayodhya,masoudha,mumtaznagar,4551,0,,,
ayodhya,masoudha,najeevpur,4552,0,,,
ayodhya,masoudha,nandigram,4553,0,,,
ayodhya,masoudha,napura,4554,0,,,
ayodhya,masoudha,pahadganj,4555,0,,,
ayodhya,masoudha,paliarisali,4556,0,,,
ayodhya,masoudha,paliashahabadi,4557,0,,,
ayodhya,masoudha,paliyagova,4558,0,,,
ayodhya,masoudha,parachel,4559,0,,,
ayodhya,masoudha,pipari,4560,0,,,
ayodhya,masoudha,pora,4561,0,,,
ayodhya,masoudha,puurehusain kho,4562,0,,,
ayodhya,masoudha,ragghoopur,4563,0,,,
ayodhya,masoudha,raipur,4564,0,,,
ayodhya,masoudha,rajapur maafee,4565,0,,,
ayodhya,masoudha,rathua,4566,0,,,
ayodhya,masoudha,sakhupara,4567,0,,,
ayodhya,masoudha,salarpur,4568,0,,,
ayodhya,masoudha,samshuddinpur,4569,0,,,
ayodhya,masoudha,saraiya,4570,0,,,
ayodhya,masoudha,sariyaavaan,4571,0,,,
ayodhya,masoudha,sathari,4572,0,,,
ayodhya,masoudha,shivadaspur,4573,0,,,
ayodhya,masoudha,sidhir,4574,0,,,
ayodhya,masoudha,sophiapaara,4575,0,,,
ayodhya,masoudha,tajpur kodera,4576,0,,,
ayodhya,masoudha,tonia,4577,0,,,
ayodhya,masoudha,usru,4578,0,,,
ayodhya,masoudha,usru amauna,4579,0,,,
ayodhya,masoudha,vinayakapur,4580,0,,,
ayodhya,mawai,ashrafnagar,4581,0,,,
ayodhya,mawai,ashrafpur gangaraila,4582,0,,,
ayodhya,mawai,baboopur,4583,0,,,
ayodhya,mawai,barauli,4584,0,,,
ayodhya,mawai,bartara,4585,0,,,
ayodhya,mawai,basaudhi,4586,0,,,
ayodhya,mawai,bhatmau narainpur,4587,0,,,
ayodhya,mawai,bhavanipur,4588,0,,,
ayodhya,mawai,bibipur,4589,0,,,
ayodhya,mawai,bihara,4590,0,,,
ayodhya,mawai,chandramau bairam,4591,0,,,
ayodhya,mawai,chandramau manga,4592,0,,,
ayodhya,mawai,devit,4593,0,,,
ayodhya,mawai,dilaval,4594,0,,,
ayodhya,mawai,dullapur,4595,0,,,
ayodhya,mawai,dwarika poor,4596,0,,,
ayodhya,mawai,ganeshpur,4597,0,,,
ayodhya,mawai,hansrajpur,4598,0,,,
ayodhya,mawai,holoopur,4599,0,,,
ayodhya,mawai,hunhuna,4600,0,,,
ayodhya,mawai,jaisukhpur,4601,0,,,
ayodhya,mawai,kasaari,4602,0,,,
ayodhya,mawai,kondra,4603,0,,,
ayodhya,mawai,kushahri,4604,0,,,
ayodhya,mawai,mairamu,4605,0,,,
ayodhya,mawai,makhdumpur,4606,0,,,
ayodhya,mawai,mawai,4607,0,,,
ayodhya,mawai,mohammadpur daudpur,4608,0,,,
ayodhya,mawai,mojanpur,4609,0,,,
ayodhya,mawai,nagara,4610,0,,,
ayodhya,mawai,naugavadih,4611,0,,,
ayodhya,mawai,naurozepur baghendi,4612,0,,,
ayodhya,mawai,nevajpur,4613,0,,,
ayodhya,mawai,nevara,4614,0,,,
ayodhya,mawai,nurpur,4615,0,,,
ayodhya,mawai,pachlau,4616,0,,,
ayodhya,mawai,pataranga,4617,0,,,
ayodhya,mawai,rajanpur,4618,0,,,
ayodhya,mawai,rampur janak,4619,0,,,
ayodhya,mawai,ranimau,4620,0,,,
ayodhya,mawai,raseedpatti,4621,0,,,
ayodhya,mawai,ratanpur,4622,0,,,
ayodhya,mawai,rech,4623,0,,,
ayodhya,mawai,sahabaazchakra,4624,0,,,
ayodhya,mawai,sahajana,4625,0,,,
ayodhya,mawai,saidpur,4626,0,,,
ayodhya,mawai,saimasi,4627,0,,,
ayodhya,mawai,sandwa,4628,0,,,
ayodhya,mawai,sevedhaara,4629,0,,,
ayodhya,mawai,sherpur,4630,0,,,
ayodhya,mawai,sipahiyaa kotwa,4631,0,,,
ayodhya,mawai,sultanpur,4632,0,,,
ayodhya,mawai,sunwaa,4633,0,,,
ayodhya,mawai,ter,4634,0,,,
ayodhya,mawai,umapur,4635,0,,,
ayodhya,mayabazar,alapur,4636,0,,,
ayodhya,mayabazar,alnabhari,4637,0,,,
ayodhya,mayabazar,amaari,4638,0,,,
ayodhya,mayabazar,amasin,4639,0,,,
ayodhya,mayabazar,amauni,4640,0,,,
ayodhya,mayabazar,anapur saraiya,4641,0,,,
ayodhya,mayabazar,ankaripur,4642,0,,,
ayodhya,mayabazar,arvat,4643,0,,,
ayodhya,mayabazar,babuapur,4644,0,,,
ayodhya,mayabazar,baihaari,4645,0,,,
ayodhya,mayabazar,banagavaan,4646,0,,,
ayodhya,mayabazar,bandanpur,4647,0,,,
ayodhya,mayabazar,barai paara,4648,0,,,
ayodhya,mayabazar,belvarikhan,4649,0,,,
ayodhya,mayabazar,benwaan,4650,0,,,
ayodhya,mayabazar,bera,4651,0,,,
ayodhya,mayabazar,beraspur,4652,0,,,
ayodhya,mayabazar,bhairipur,4653,0,,,
ayodhya,mayabazar,bhitaura,4654,0,,,
ayodhya,mayabazar,bhoya,4655,0,,,
ayodhya,mayabazar,bikapur,4656,0,,,
ayodhya,mayabazar,bodhipur,4657,0,,,
ayodhya,mayabazar,chhatra,4658,0,,,
ayodhya,mayabazar,chirkitaha,4659,0,,,
ayodhya,mayabazar,dalpatpur,4660,0,,,
ayodhya,mayabazar,devapur,4661,0,,,
ayodhya,mayabazar,devasuryabhanpur,4662,0,,,
ayodhya,mayabazar,devgiria,4663,0,,,
ayodhya,mayabazar,devra daudpur,4664,0,,,
ayodhya,mayabazar,dharoopur,4665,0,,,
ayodhya,mayabazar,durgapur rampurva,4666,0,,,
ayodhya,mayabazar,eshasarai uphaar,4667,0,,,
ayodhya,mayabazar,gauhaniyaan,4668,0,,,
ayodhya,mayabazar,gokulpur,4669,0,,,
ayodhya,mayabazar,hardi,4670,0,,,
ayodhya,mayabazar,ishapur,4671,0,,,
ayodhya,mayabazar,jagadishpur arvat,4672,0,,,
ayodhya,mayabazar,jamunipur,4673,0,,,
ayodhya,mayabazar,jarahi,4674,0,,,
ayodhya,mayabazar,kajipur gadar,4675,0,,,
ayodhya,mayabazar,kajipur viswa,4676,0,,,
ayodhya,mayabazar,kalyanpur barauli,4677,0,,,
ayodhya,mayabazar,kanakpur,4678,0,,,
ayodhya,mayabazar,kasbaa,4679,0,,,
ayodhya,mayabazar,keshavpur,4680,0,,,
ayodhya,mayabazar,khironi,4681,0,,,
ayodhya,mayabazar,kumhiyaan,4682,0,,,
ayodhya,mayabazar,lalpur,4683,0,,,
ayodhya,mayabazar,maanjha kajipur,4684,0,,,
ayodhya,mayabazar,malkhanpur,4685,0,,,
ayodhya,mayabazar,manapara,4686,0,,,
ayodhya,mayabazar,maya bhikhi,4687,0,,,
ayodhya,mayabazar,mednipur,4688,0,,,
ayodhya,mayabazar,mohammadpur kasbaa,4689,0,,,
ayodhya,mayabazar,nevakabirpur,4690,0,,,
ayodhya,mayabazar,pakaraila,4691,0,,,
ayodhya,mayabazar,pamparpur,4692,0,,,
ayodhya,mayabazar,pausra,4693,0,,,
ayodhya,mayabazar,rajapur,4694,0,,,
ayodhya,mayabazar,rajpalia,4695,0,,,
ayodhya,mayabazar,rakora,4696,0,,,
ayodhya,mayabazar,ramapur,4697,0,,,
ayodhya,mayabazar,ramnagar mishrouli,4698,0,,,
ayodhya,mayabazar,rampur maya,4699,0,,,
ayodhya,mayabazar,rampur puvari,4700,0,,,
ayodhya,mayabazar,rampurbaihari,4701,0,,,
ayodhya,mayabazar,rampurpuvari maajha,4702,0,,,
ayodhya,mayabazar,ratanpur,4703,0,,,
ayodhya,mayabazar,rehadi,4704,0,,,
ayodhya,mayabazar,rewery,4705,0,,,
ayodhya,mayabazar,rowwaloangpur,4706,0,,,
ayodhya,mayabazar,ruhiyaavaan,4707,0,,,
ayodhya,mayabazar,samada,4708,0,,,
ayodhya,mayabazar,samantha,4709,0,,,
ayodhya,mayabazar,sanragpur,4710,0,,,
ayodhya,mayabazar,sarai sagar,4711,0,,,
ayodhya,mayabazar,saraiya,4712,0,,,
ayodhya,mayabazar,sherwaghat,4713,0,,,
ayodhya,mayabazar,siloni,4714,0,,,
ayodhya,mayabazar,tandauli,4715,0,,,
ayodhya,mayabazar,trilokpur,4716,0,,,
ayodhya,mayabazar,uniyaar,4717,0,,,
ayodhya,mayabazar,virshahpur,4718,0,,,
ayodhya,milkipur,agarva,4719,0,agarva,18347,
ayodhya,milkipur,aghiyaari,4720,0,,,
ayodhya,milkipur,ahiroli saloni,4721,0,,,
ayodhya,milkipur,alipur khajuri,4722,0,,,
ayodhya,milkipur,anjrauli,4723,0,,,
ayodhya,milkipur,armarupipur,4724,0,,,
ayodhya,milkipur,asthna,4725,0,,,
ayodhya,milkipur,balarmau,4726,0,,,
ayodhya,milkipur,baraipaara,4727,0,,,
ayodhya,milkipur,basava mu0 itgaon,4728,0,,,
ayodhya,milkipur,bhadokhara,4729,0,,,
ayodhya,milkipur,bhagipur,4730,0,,,
ayodhya,milkipur,chiruli,4731,0,,,
ayodhya,milkipur,dasauli,4732,0,,,
ayodhya,milkipur,devaria,4733,0,,,
ayodhya,milkipur,dhamdhua,4734,0,,,
ayodhya,milkipur,dhanocha,4735,0,,,
ayodhya,milkipur,dhaurhara mukundaha,4736,0,,,
ayodhya,milkipur,diligiradhar,4737,0,,,
ayodhya,milkipur,dobhiyaara,4738,0,,,
ayodhya,milkipur,gokula,4739,0,,,
ayodhya,milkipur,gothwara,4740,0,,,
ayodhya,milkipur,goyadi,4741,0,,,
ayodhya,milkipur,gujramu,4742,0,,,
ayodhya,milkipur,gurauli fatensingh,4743,0,,,
ayodhya,milkipur,hisamudadinpur,4744,0,,,
ayodhya,milkipur,inayatnagar,4745,0,,,
ayodhya,milkipur,isoulibhari,4746,0,,,
ayodhya,milkipur,itagaanv,4747,0,,,
ayodhya,milkipur,jorium,4748,0,,,
ayodhya,milkipur,kahua,4749,0,,,
ayodhya,milkipur,karamdanda,4750,0,,,
ayodhya,milkipur,khajuri mirzapur,4751,0,,,
ayodhya,milkipur,khanpur,4752,0,,,
ayodhya,milkipur,khihaaran,4753,0,,,
ayodhya,milkipur,kinauli,4754,0,,,
ayodhya,milkipur,kinoopur,4755,0,,,
ayodhya,milkipur,kuchera,4756,0,,,
ayodhya,milkipur,kumbhi,4757,0,,,
ayodhya,milkipur,kuravan,4758,0,,,
ayodhya,milkipur,mahadauna,4759,0,,,
ayodhya,milkipur,mahulaara,4760,0,,,
ayodhya,milkipur,majanaai,4761,0,,,
ayodhya,milkipur,maruigneshpur,4762,0,,,
ayodhya,milkipur,mawai kala,4763,0,,,
ayodhya,milkipur,mawai khurd,4764,0,,,
ayodhya,milkipur,milkipur,4765,0,,,
ayodhya,milkipur,mithegaanv,4766,0,,,
ayodhya,milkipur,mitura,4767,0,,,
ayodhya,milkipur,mungishpur,4768,0,,,
ayodhya,milkipur,narendrabhada,4769,0,,,
ayodhya,milkipur,paara brahamnan,4770,0,,,
ayodhya,milkipur,palia mu0 kuchera,4771,0,,,
ayodhya,milkipur,paliyamafee,4772,0,,,
ayodhya,milkipur,paradhamthua,4773,0,,,
ayodhya,milkipur,parakhani,4774,0,,,
ayodhya,milkipur,parasavaan,4775,0,,,
ayodhya,milkipur,qalandarpur,4776,0,,,
ayodhya,milkipur,rampurva,4777,0,,,
ayodhya,milkipur,sahulaara,4778,0,,,
ayodhya,milkipur,saraidhanethi,4779,0,,,
ayodhya,milkipur,sari,4780,0,,,
ayodhya,milkipur,sarurpur,4781,0,,,
ayodhya,milkipur,severa,4782,0,,,
ayodhya,milkipur,shivnathpur,4783,0,,,
ayodhya,milkipur,sidcid,4784,0,,,
ayodhya,milkipur,sidhuna,4785,0,,,
ayodhya,milkipur,sodhiyaavaan,4786,0,,,
ayodhya,milkipur,survaara,4787,0,,,
ayodhya,milkipur,taksra,4788,0,,,
ayodhya,milkipur,tarauli tardih,4789,0,,,
ayodhya,milkipur,tarmakhas,4790,0,,,
ayodhya,milkipur,tendha,4791,0,,,
ayodhya,milkipur,tikra,4792,0,,,
ayodhya,milkipur,uchhaahpali,4793,0,,,
ayodhya,milkipur,udhui,4794,0,,,
ayodhya,milkipur,upaadhyaaypur,4795,0,,,
ayodhya,milkipur,variyarpur,4796,0,,,
ayodhya,puraabazar,akwara,4797,0,,,
ayodhya,puraabazar,alavalpur,4798,0,,,
ayodhya,puraabazar,amialapur,4799,0,,,
ayodhya,puraabazar,anjana,4800,0,,,
ayodhya,puraabazar,ashapur,4801,0,,,
ayodhya,puraabazar,asif baag,4802,0,,,
ayodhya,puraabazar,bausih,4803,0,,,
ayodhya,puraabazar,bhadauli bujurg,4804,0,,,
ayodhya,puraabazar,bhagavabhit,4805,0,,,
ayodhya,puraabazar,bhikhapur,4806,0,,,
ayodhya,puraabazar,charera,4807,0,,,
ayodhya,puraabazar,dadera,4808,0,,,
ayodhya,puraabazar,datauli,4809,0,,,
ayodhya,puraabazar,devgarh,4810,0,,,
ayodhya,puraabazar,devkali,4811,0,,,
ayodhya,puraabazar,durgapur,4812,0,,,
ayodhya,puraabazar,dwarikapur,4813,0,,,
ayodhya,puraabazar,fatehpur mumtazabad,4814,0,,,
ayodhya,puraabazar,gangauli,4815,0,,,
ayodhya,puraabazar,habatpur,4816,0,,,
ayodhya,puraabazar,hainsa,4817,0,,,
ayodhya,puraabazar,jilaluudadinanagar,4818,0,,,
ayodhya,puraabazar,kachauli,4819,0,,,
ayodhya,puraabazar,kadipur,4820,0,,,
ayodhya,puraabazar,karma koderi,4821,0,,,
ayodhya,puraabazar,khanpur,4822,0,,,
ayodhya,puraabazar,khushiyalganj,4823,0,,,
ayodhya,puraabazar,kushmaha,4824,0,,,
ayodhya,puraabazar,kutha keshavarpur,4825,0,,,
ayodhya,puraabazar,maanjha barehata,4826,0,,,
ayodhya,puraabazar,madnaa,4827,0,,,
ayodhya,puraabazar,maheshpur,4828,0,,,
ayodhya,puraabazar,makkhapur,4829,0,,,
ayodhya,puraabazar,mitrasenpur,4830,0,,,
ayodhya,puraabazar,mohatisampur,4831,0,,,
ayodhya,puraabazar,mudadiha,4832,0,,,
ayodhya,puraabazar,naaraa,4833,0,,,
ayodhya,puraabazar,narainpur,4834,0,,,
ayodhya,puraabazar,nariyaavaan,4835,0,,,
ayodhya,puraabazar,parakhan,4836,0,,,
ayodhya,puraabazar,pilkhaavaan,4837,0,,,
ayodhya,puraabazar,purakhepur,4838,0,,,
ayodhya,puraabazar,rahimpur duguva,4839,0,,,
ayodhya,puraabazar,rajepur,4840,0,,,
ayodhya,puraabazar,ramadatpur ataraavaan,4841,0,,,
ayodhya,puraabazar,rampurahalavara,4842,0,,,
ayodhya,puraabazar,rampursardha,4843,0,,,
ayodhya,puraabazar,ranopali,4844,0,,,
ayodhya,puraabazar,rasda,4845,0,,,
ayodhya,puraabazar,rasulabad,4846,0,,,
ayodhya,puraabazar,roshananagar,4847,0,,,
ayodhya,puraabazar,sahinavaan,4848,0,,,
ayodhya,puraabazar,samaha khurd,4849,0,,,
ayodhya,puraabazar,samahakala,4850,0,,,
ayodhya,puraabazar,samaisa,4851,0,,,
ayodhya,puraabazar,sanethu,4852,0,,,
ayodhya,puraabazar,saraichamil,4853,0,,,
ayodhya,puraabazar,sarairasi,4854,0,,,
ayodhya,puraabazar,sarethi,4855,0,,,
ayodhya,puraabazar,shahjahanpur,4856,0,,,
ayodhya,puraabazar,shahnewajpur,4857,0,,,
ayodhya,puraabazar,shantipur,4858,0,,,
ayodhya,puraabazar,sirsinda,4859,0,,,
ayodhya,puraabazar,sukkhapur itora,4860,0,,,
ayodhya,puraabazar,tahitpur barauli,4861,0,,,
ayodhya,puraabazar,takapura,4862,0,,,
ayodhya,puraabazar,tihura,4863,0,,,
ayodhya,puraabazar,tihura maanjha,4864,0,,,
ayodhya,rudauli,aasumu,4865,0,aasumu,18476,
ayodhya,rudauli,aihaar,4866,0,,,
ayodhya,rudauli,aithar,4867,0,,,
ayodhya,rudauli,akhriyarpur,4868,0,,,
ayodhya,rudauli,alhavaana,4869,0,,,
ayodhya,rudauli,amahata,4870,0,,,
ayodhya,rudauli,amaraigaon,4871,0,,,
ayodhya,rudauli,baari,4872,0,,,
ayodhya,rudauli,badela,4873,0,,,
ayodhya,rudauli,bahoricpur,4874,0,,,
ayodhya,rudauli,bahraas,4875,0,,,
ayodhya,rudauli,bangaava,4876,0,,,
ayodhya,rudauli,banmau,4877,0,,,
ayodhya,rudauli,baranva,4878,0,,,
ayodhya,rudauli,betauli,4879,0,,,
ayodhya,rudauli,bhauli,4880,0,,,
ayodhya,rudauli,bhelsar,4881,0,,,
ayodhya,rudauli,bhisauli,4882,0,,,
ayodhya,rudauli,bhitaura,4883,0,,,
ayodhya,rudauli,copepur,4884,0,,,
ayodhya,rudauli,dafiapur,4885,0,,,
ayodhya,rudauli,dasharathamau,4886,0,,,
ayodhya,rudauli,fagauli kurmian,4887,0,,,
ayodhya,rudauli,fattapur khurd,4888,0,,,
ayodhya,rudauli,felsonda,4889,0,,,
ayodhya,rudauli,ferozepur makhdumi,4890,0,,,
ayodhya,rudauli,ferozepur pavaran,4891,0,,,
ayodhya,rudauli,ganauli,4892,0,,,
ayodhya,rudauli,gauhanna,4893,0,,,
ayodhya,rudauli,gauriamu,4894,0,,,
ayodhya,rudauli,gerunda,4895,0,,,
ayodhya,rudauli,goganva,4896,0,,,
ayodhya,rudauli,halimnagar,4897,0,,,
ayodhya,rudauli,hariharpur balaiya,4898,0,,,
ayodhya,rudauli,hayattnagar,4899,0,,,
ayodhya,rudauli,ichauliya,4900,0,,,
ayodhya,rudauli,jakhauli,4901,0,,,
ayodhya,rudauli,jalalpur,4902,0,,,
ayodhya,rudauli,jalilpur,4903,0,,,
ayodhya,rudauli,jamuniya mau,4904,0,,,
ayodhya,rudauli,jaraayal kala,4905,0,,,
ayodhya,rudauli,junaydpur,4906,0,,,
ayodhya,rudauli,karimpur,4907,0,,,
ayodhya,rudauli,kathi,4908,0,,,
ayodhya,rudauli,khand pipara,4909,0,,,
ayodhya,rudauli,kharanpur,4910,0,,,
ayodhya,rudauli,khedipur,4911,0,,,
ayodhya,rudauli,kheri,4912,0,,,
ayodhya,rudauli,khurdaha,4913,0,,,
ayodhya,rudauli,kolva,4914,0,,,
ayodhya,rudauli,kopacap,4915,0,,,
ayodhya,rudauli,kotra,4916,0,,,
ayodhya,rudauli,kudhasaadaat,4917,0,,,
ayodhya,rudauli,laluvapur,4918,0,,,
ayodhya,rudauli,lohati saraiya,4919,0,,,
ayodhya,rudauli,maangichandpur,4920,0,,,
ayodhya,rudauli,mahamudmau,4921,0,,,
ayodhya,rudauli,mamarejanagar,4922,0,,,
ayodhya,rudauli,matauli,4923,0,,,
ayodhya,rudauli,matthanevada,4924,0,,,
ayodhya,rudauli,minapur fagauli,4925,0,,,
ayodhya,rudauli,mirmau,4926,0,,,
ayodhya,rudauli,misa,4927,0,,,
ayodhya,rudauli,mohamidpur,4928,0,,,
ayodhya,rudauli,mujffarpur,4929,0,,,
ayodhya,rudauli,neroli,4930,0,,,
ayodhya,rudauli,nevati,4931,0,,,
ayodhya,rudauli,pakideyagaon,4932,0,,,
ayodhya,rudauli,palpur,4933,0,,,
ayodhya,rudauli,parapaharpur,4934,0,,,
ayodhya,rudauli,parasau,4935,0,,,
ayodhya,rudauli,pastamaafee,4936,0,,,
ayodhya,rudauli,puraay,4937,0,,,
ayodhya,rudauli,rahimganj,4938,0,,,
ayodhya,rudauli,ramsarandaspur,4939,0,,,
ayodhya,rudauli,rasulpur nevada,4940,0,,,
ayodhya,rudauli,raujagaanv,4941,0,,,
ayodhya,rudauli,sahani,4942,0,,,
ayodhya,rudauli,sandari,4943,0,,,
ayodhya,rudauli,sarai ahamed,4944,0,,,
ayodhya,rudauli,saraipir,4945,0,,,
ayodhya,rudauli,saraitha,4946,0,,,
ayodhya,rudauli,sarayahamid,4947,0,,,
ayodhya,rudauli,sarayamugal,4948,0,,,
ayodhya,rudauli,shahpur,4949,0,,,
ayodhya,rudauli,shahvajpur,4950,0,,,
ayodhya,rudauli,sitholi,4951,0,,,
ayodhya,rudauli,sivan,4952,0,,,
ayodhya,rudauli,taalgaon,4953,0,,,
ayodhya,rudauli,tanda khulaasa,4954,0,,,
ayodhya,rudauli,tanda sufi,4955,0,,,
ayodhya,rudauli,tikar,4956,0,,,
ayodhya,rudauli,udhrura,4957,0,,,
ayodhya,rudauli,vichaala,4958,0,,,
ayodhya,rudauli,vidhhaar,4959,0,,,
ayodhya,rudauli,vikawal,4960,0,,,
ayodhya,rudauli,wajidpur,4961,0,,,
ayodhya,sohaval,agathuva,4962,0,,,
ayodhya,sohaval,arather,4963,0,,,
ayodhya,sohaval,babhaniyaavaan,4964,0,,,
ayodhya,sohaval,baidarapur,4965,0,,,
ayodhya,sohaval,barikala,4966,0,,,
ayodhya,sohaval,bhitaura,4967,0,,,
ayodhya,sohaval,catrauli,4968,0,,,
ayodhya,sohaval,chirramohammadpur,4969,0,,,
ayodhya,sohaval,cola,4970,0,,,
ayodhya,sohaval,dakshinpaara,4971,0,,,
ayodhya,sohaval,deraamusee,4972,0,,,
ayodhya,sohaval,devi,4973,0,,,
ayodhya,sohaval,devracot,4974,0,,,
ayodhya,sohaval,dhannipur,4975,0,,,
ayodhya,sohaval,dinakarpur,4976,0,,,
ayodhya,sohaval,gaura barhamanaan,4977,0,,,
ayodhya,sohaval,godwa,4978,0,,,
ayodhya,sohaval,gopinathpur,4979,0,,,
ayodhya,sohaval,hajipur barsendi,4980,0,,,
ayodhya,sohaval,haribandhanpur,4981,0,,,
ayodhya,sohaval,ibrahimpur diwali,4982,0,,,
ayodhya,sohaval,ibrahimpur kandai,4983,0,,,
ayodhya,sohaval,ismaile nagar sihora,4984,0,,,
ayodhya,sohaval,jaganpur,4985,0,,,
ayodhya,sohaval,kalafarpur,4986,0,,,
ayodhya,sohaval,kapaasi,4987,0,,,
ayodhya,sohaval,kareru,4988,0,,,
ayodhya,sohaval,khironi,4989,0,,,
ayodhya,sohaval,kotdih saraiya,4990,0,,,
ayodhya,sohaval,kundurkha khurd,4991,0,,,
ayodhya,sohaval,laharapur,4992,0,,,
ayodhya,sohaval,lakhori,4993,0,,,
ayodhya,sohaval,maholi,4994,0,,,
ayodhya,sohaval,majanaavaan,4995,0,,,
ayodhya,sohaval,mangalsi,4996,0,,,
ayodhya,sohaval,mirpurkanta,4997,0,,,
ayodhya,sohaval,moiyakapurpur,4998,0,,,
ayodhya,sohaval,mustafabad,4999,0,,,
ayodhya,sohaval,panditpur,5000,0,,,
ayodhya,sohaval,paranapur,5001,0,,,
ayodhya,sohaval,pilkhaavaan,5002,0,,,
ayodhya,sohaval,pirkhuli,5003,0,,,
ayodhya,sohaval,rahimpur badauli,5004,0,,,
ayodhya,sohaval,ramnagar dhaurhara,5005,0,,,
ayodhya,sohaval,rampur grant,5006,0,,,
ayodhya,sohaval,rasulpur sakaraval,5007,0,,,
ayodhya,sohaval,raunahi,5008,0,,,
ayodhya,sohaval,saarangapore,5009,0,,,
ayodhya,sohaval,salepur nimaicha,5010,0,,,
