block,gp,district,res_10_gp_id
mauthaa,bhujapura,kanpur nagar,30813
mauthaa,borisvai,kanpur nagar,30814
mauthaa,chhatauni,kanpur nagar,30815
mauthaa,cokarmau,kanpur nagar,30816
mauthaa,devipur,kanpur nagar,30817
mauthaa,dhakan shivali,kanpur nagar,30818
mauthaa,dhikia,kanpur nagar,30819
mauthaa,gahalon jarbi,kanpur nagar,30820
mauthaa,garab,kanpur nagar,30821
mauthaa,hathikaa,kanpur nagar,30822
mauthaa,hiraaman shivali,kanpur nagar,30823
mauthaa,jaswantpur,kanpur nagar,30824
mauthaa,jotpur shivali,kanpur nagar,30825
mauthaa,jugrajpur bithur,kanpur nagar,30826
mauthaa,jugrajpur shivali,kanpur nagar,30827
mauthaa,jyoti,kanpur nagar,30828
mauthaa,k dari,kanpur nagar,30829
mauthaa,kaaricalvari,kanpur nagar,30830
mauthaa,kailai,kanpur nagar,30831
mauthaa,kairani,kanpur nagar,30832
mauthaa,kakardahi,kanpur nagar,30833
mauthaa,karom,kanpur nagar,30834
mauthaa,kashipur,kanpur nagar,30835
mauthaa,khalakpur,kanpur nagar,30836
mauthaa,lalpur shivarajpur,kanpur nagar,30837
mauthaa,lamaharaa,kanpur nagar,30838
mauthaa,madarpur gajiuddin,kanpur nagar,30839
mauthaa,malikpur,kanpur nagar,30840
mauthaa,manda,kanpur nagar,30841
mauthaa,marag,kanpur nagar,30842
mauthaa,marahamtabad,kanpur nagar,30843
mauthaa,mavaiya,kanpur nagar,30844
mauthaa,narsuja,kanpur nagar,30845
mauthaa,naubasta,kanpur nagar,30846
mauthaa,nevada devaraay,kanpur nagar,30847
mauthaa,nihuta,kanpur nagar,30848
mauthaa,nunari bahadurpur,kanpur nagar,30849
mauthaa,pitrapur,kanpur nagar,30850
mauthaa,pratappur khaas,kanpur nagar,30851
mauthaa,rampur shivali,kanpur nagar,30852
mauthaa,ranjitpur,kanpur nagar,30853
mauthaa,rastpur,kanpur nagar,30854
mauthaa,rawatpur,kanpur nagar,30855
mauthaa,repalpur,kanpur nagar,30856
mauthaa,sarainya,kanpur nagar,30857
mauthaa,shobhan,kanpur nagar,30858
mauthaa,sunvarasa,kanpur nagar,30859
mauthaa,tatmau,kanpur nagar,30860
mauthaa,tikri,kanpur nagar,30861
mauthaa,toderpur,kanpur nagar,30862
mauthaa,vikrampur,kanpur nagar,30863
pataaraa,k mheædaya,kanpur nagar,30885
raajpur,afsariya,kanpur nagar,30910
raajpur,alampur,kanpur nagar,30911
raajpur,amrahat,kanpur nagar,30912
raajpur,anwaan,kanpur nagar,30913
raajpur,audanri,kanpur nagar,30914
raajpur,baksudhi,kanpur nagar,30915
raajpur,baujamau bangar,kanpur nagar,30916
raajpur,bhaal,kanpur nagar,30917
raajpur,bibanpur,kanpur nagar,30918
raajpur,bouna,kanpur nagar,30919
raajpur,buchauli,kanpur nagar,30920
raajpur,budheæda derapur,kanpur nagar,30921
raajpur,damanpur,kanpur nagar,30922
raajpur,dayantpur,kanpur nagar,30923
raajpur,daædhapur,kanpur nagar,30924
raajpur,durrajarpur,kanpur nagar,30925
raajpur,duædayapur,kanpur nagar,30926
raajpur,ferozepur,kanpur nagar,30927
raajpur,gauriratan bangar,kanpur nagar,30928
raajpur,gohani bangar,kanpur nagar,30929
raajpur,gopalpur,kanpur nagar,30930
raajpur,gubaar,kanpur nagar,30931
raajpur,gurdahi bujurg,kanpur nagar,30932
raajpur,hariharpur,kanpur nagar,30933
raajpur,jallaapur sik ndara,kanpur nagar,30934
raajpur,jamalpur,kanpur nagar,30935
raajpur,jamuna,kanpur nagar,30936
raajpur,jatiyapur,kanpur nagar,30937
raajpur,jonpur,kanpur nagar,30938
raajpur,josalpur mahadeva,kanpur nagar,30939
raajpur,kandhi,kanpur nagar,30940
raajpur,kariyapur derapur,kanpur nagar,30941
raajpur,khasbara,kanpur nagar,30942
raajpur,khojaphul,kanpur nagar,30943
raajpur,khojaraampur,kanpur nagar,30944
raajpur,madanpur,kanpur nagar,30945
raajpur,mahamudpur bujurg,kanpur nagar,30946
raajpur,mahatauli,kanpur nagar,30947
raajpur,maheshpur,kanpur nagar,30948
raajpur,manpur,kanpur nagar,30949
raajpur,mirgaanv,kanpur nagar,30950
raajpur,mubarakapur,kanpur nagar,30951
raajpur,nandana,kanpur nagar,30952
raajpur,nasirpur,kanpur nagar,30953
raajpur,ninhora,kanpur nagar,30954
raajpur,paulavar,kanpur nagar,30955
raajpur,pitayeepur,kanpur nagar,30956
raajpur,raajpur,kanpur nagar,30957
raajpur,ramau,kanpur nagar,30958
raajpur,rasdhan,kanpur nagar,30959
raajpur,ratapur,kanpur nagar,30960
raajpur,rohni,kanpur nagar,30961
raajpur,sahabapur,kanpur nagar,30962
raajpur,sihura,kanpur nagar,30963
raajpur,sikandara dehaat,kanpur nagar,30964
raajpur,silaharaa,kanpur nagar,30965
raajpur,silhaula bujurg,kanpur nagar,30966
raajpur,umrpur,kanpur nagar,30967
raajpur,uu dhaupur rajoli,kanpur nagar,30968
raajpur,vilaspur bangar,kanpur nagar,30969
rasulabad,alampur kheæda,kanpur nagar,30970
rasulabad,alipur ramhaar,kanpur nagar,30971
rasulabad,amrohia,kanpur nagar,30972
rasulabad,anjanpur indoti,kanpur nagar,30973
rasulabad,anta,kanpur nagar,30974
rasulabad,apuna,kanpur nagar,30975
rasulabad,asaalatganj,kanpur nagar,30976
rasulabad,atiya raipur,kanpur nagar,30977
rasulabad,aurangpur gahadeva,kanpur nagar,30978
rasulabad,bahadurpur,kanpur nagar,30979
rasulabad,barigon,kanpur nagar,30980
rasulabad,barrathrra,kanpur nagar,30981
rasulabad,bharamu,kanpur nagar,30982
rasulabad,bhausaya,kanpur nagar,30983
rasulabad,bhavanpur,kanpur nagar,30984
rasulabad,bheekhdev,kanpur nagar,30985
rasulabad,bhitargaanv,kanpur nagar,30986
rasulabad,bhura,kanpur nagar,30987
rasulabad,biruhun,kanpur nagar,30988
rasulabad,borisal,kanpur nagar,30989
rasulabad,daheli,kanpur nagar,30990
rasulabad,dalikpur maha0,kanpur nagar,30991
rasulabad,dashahra sujanpur,kanpur nagar,30992
rasulabad,dayaa,kanpur nagar,30993
rasulabad,devgaanv chakkar urf nibhu,kanpur nagar,30994
rasulabad,gahalu,kanpur nagar,30995
rasulabad,gambheera,kanpur nagar,30996
rasulabad,ghaghu,kanpur nagar,30997
rasulabad,gopalpur taluka,kanpur nagar,30998
rasulabad,hikepur,kanpur nagar,30999
rasulabad,indalpur lalu,kanpur nagar,31000
rasulabad,itaili,kanpur nagar,31001
rasulabad,jagamamanpur dheer,kanpur nagar,31002
rasulabad,jot,kanpur nagar,31003
rasulabad,kahinjuri khurd,kanpur nagar,31004
rasulabad,kaparahat,kanpur nagar,31005
rasulabad,kasamæda,kanpur nagar,31006
rasulabad,kathara,kanpur nagar,31007
rasulabad,kheædakursi,kanpur nagar,31008
rasulabad,laalgaanv,kanpur nagar,31009
rasulabad,lalabhagat,kanpur nagar,31010
rasulabad,makarandpur kahinjuri,kanpur nagar,31011
rasulabad,makarandpur majara,kanpur nagar,31012
rasulabad,malhpur,kanpur nagar,31013
rasulabad,malikhanpur,kanpur nagar,31014
rasulabad,malkapurva,kanpur nagar,31015
rasulabad,manava rasulabad,kanpur nagar,31016
rasulabad,manpur gajen,kanpur nagar,31017
rasulabad,mauju samastpur,kanpur nagar,31018
rasulabad,mirzapur lakothia,kanpur nagar,31019
rasulabad,mitrasenpur kahinjuri,kanpur nagar,31020
rasulabad,mojampur,kanpur nagar,31021
rasulabad,mulhi,kanpur nagar,31022
rasulabad,murra,kanpur nagar,31023
rasulabad,naarkhaas,kanpur nagar,31024
rasulabad,narghurd,kanpur nagar,31025
rasulabad,nauha naugaanv,kanpur nagar,31026
rasulabad,naula,kanpur nagar,31027
rasulabad,nigohia,kanpur nagar,31028
rasulabad,nivaada ani,kanpur nagar,31029
rasulabad,oriya,kanpur nagar,31030
rasulabad,pahaædipur,kanpur nagar,31031
rasulabad,paliavans kheæda,kanpur nagar,31032
rasulabad,parsora,kanpur nagar,31033
rasulabad,puuranpurva,kanpur nagar,31034
rasulabad,ranitaha,kanpur nagar,31035
rasulabad,rasulabad dehaat,kanpur nagar,31036
rasulabad,rasulpur rasulabad,kanpur nagar,31037
rasulabad,sajawarpur,kanpur nagar,31038
rasulabad,salempur mahera,kanpur nagar,31039
rasulabad,samaayu,kanpur nagar,31040
rasulabad,samastpur nyoraaj,kanpur nagar,31041
rasulabad,shahabajpur,kanpur nagar,31042
rasulabad,sikandarpur bilhor,kanpur nagar,31043
rasulabad,simramu,kanpur nagar,31044
rasulabad,sisaahi,kanpur nagar,31045
rasulabad,sithu matana,kanpur nagar,31046
rasulabad,sithu purava,kanpur nagar,31047
rasulabad,sujanpur,kanpur nagar,31048
rasulabad,sunasi,kanpur nagar,31049
rasulabad,sundarpur gajen,kanpur nagar,31050
rasulabad,tajpur tarsauli,kanpur nagar,31051
rasulabad,thaan hamirpur,kanpur nagar,31052
rasulabad,tiptia,kanpur nagar,31053
rasulabad,tisti,kanpur nagar,31054
rasulabad,usri,kanpur nagar,31055
sandalpur,agavaasi,kanpur nagar,31056
sandalpur,akna,kanpur nagar,31057
sandalpur,amauli kurmian,kanpur nagar,31058
sandalpur,antapur,kanpur nagar,31059
sandalpur,asalnapur,kanpur nagar,31060
sandalpur,asavi,kanpur nagar,31061
sandalpur,baliyapur,kanpur nagar,31062
sandalpur,bhandemu,kanpur nagar,31063
sandalpur,bhaædpura,kanpur nagar,31064
sandalpur,chakahi,kanpur nagar,31065
sandalpur,chamar.aa,kanpur nagar,31066
sandalpur,coruwa,kanpur nagar,31067
sandalpur,dabrapur sikandara,kanpur nagar,31068
sandalpur,dharampur,kanpur nagar,31069
sandalpur,faridpur niterra,kanpur nagar,31070
sandalpur,firozapur,kanpur nagar,31071
sandalpur,gahilapur,kanpur nagar,31072
sandalpur,gaædhayaa sikandara,kanpur nagar,31073
sandalpur,harpura,kanpur nagar,31074
sandalpur,hathooma,kanpur nagar,31075
sandalpur,hawaspur,kanpur nagar,31076
sandalpur,hisaavaan,kanpur nagar,31077
sandalpur,jagannathpur,kanpur nagar,31078
sandalpur,jalalpur derapur,kanpur nagar,31079
sandalpur,jamara,kanpur nagar,31080
sandalpur,jarauli,kanpur nagar,31081
sandalpur,jasapur,kanpur nagar,31082
sandalpur,jigna,kanpur nagar,31083
sandalpur,jotapur,kanpur nagar,31084
sandalpur,kasolar,kanpur nagar,31085
sandalpur,khalagaav,kanpur nagar,31086
sandalpur,khanpur dilaval,kanpur nagar,31087
sandalpur,laaædpur chhivana,kanpur nagar,31088
sandalpur,lauva,kanpur nagar,31089
sandalpur,manakaapur sinkandara,kanpur nagar,31090
sandalpur,mohammadpur sultanpur,kanpur nagar,31091
sandalpur,nadhuvaan,kanpur nagar,31092
sandalpur,nauplapur,kanpur nagar,31093
sandalpur,palhanapur,kanpur nagar,31094
sandalpur,pindarthu,kanpur nagar,31095
sandalpur,raipur,kanpur nagar,31096
sandalpur,rarankh,kanpur nagar,31097
sandalpur,revaan,kanpur nagar,31098
sandalpur,saghavapur,kanpur nagar,31099
sandalpur,sahanipur,kanpur nagar,31100
sandalpur,sandalpur,kanpur nagar,31101
sandalpur,sandana,kanpur nagar,31102
sandalpur,satora,kanpur nagar,31103
sandalpur,suraasi,kanpur nagar,31104
sandalpur,tutuapur,kanpur nagar,31105
sandalpur,urasaan,kanpur nagar,31106
sandalpur,vahawalpur,kanpur nagar,31107
sandalpur,visalpur,kanpur nagar,31108
sarvankhed.,ahmadpur syonda,kanpur nagar,31168
sarvankhed.,alapur,kanpur nagar,31169
sarvankhed.,bhadesa,kanpur nagar,31170
sarvankhed.,bharatpur piyaasi,kanpur nagar,31171
sarvankhed.,bhauthana,kanpur nagar,31172
sarvankhed.,bilti,kanpur nagar,31173
sarvankhed.,chirura,kanpur nagar,31174
sarvankhed.,dhanjua paharpur,kanpur nagar,31175
sarvankhed.,duaari,kanpur nagar,31176
sarvankhed.,fatehpur roshanai,kanpur nagar,31177
sarvankhed.,gajner,kanpur nagar,31178
sarvankhed.,gangarauli,kanpur nagar,31179
sarvankhed.,gujarai,kanpur nagar,31180
sarvankhed.,hilanthi,kanpur nagar,31181
sarvankhed.,jalalpur nagin,kanpur nagar,31182
sarvankhed.,jaraila,kanpur nagar,31183
sarvankhed.,jasora virasinghpur,kanpur nagar,31184
sarvankhed.,jaswapur,kanpur nagar,31185
sarvankhed.,jitharauli,kanpur nagar,31186
sarvankhed.,karachal,kanpur nagar,31187
sarvankhed.,karbak,kanpur nagar,31188
sarvankhed.,karsa,kanpur nagar,31189
sarvankhed.,kathethi,kanpur nagar,31190
sarvankhed.,katka,kanpur nagar,31191
sarvankhed.,kausam,kanpur nagar,31192
sarvankhed.,khan chandra poor,kanpur nagar,31193
sarvankhed.,kisirval,kanpur nagar,31194
sarvankhed.,kurari,kanpur nagar,31195
sarvankhed.,kurvakhurd,kanpur nagar,31196
sarvankhed.,lodhipur,kanpur nagar,31197
sarvankhed.,lohari,kanpur nagar,31198
sarvankhed.,manethu,kanpur nagar,31199
sarvankhed.,mangata,kanpur nagar,31200
sarvankhed.,matiamu,kanpur nagar,31201
sarvankhed.,mohana,kanpur nagar,31202
sarvankhed.,mubarakapur lata,kanpur nagar,31203
sarvankhed.,naahi juniya,kanpur nagar,31204
sarvankhed.,naholi,kanpur nagar,31205
sarvankhed.,patra sadwa,kanpur nagar,31206
sarvankhed.,raipur kukhat,kanpur nagar,31207
sarvankhed.,raniyaan,kanpur nagar,31208
sarvankhed.,rasulpur gogumau,kanpur nagar,31209
sarvankhed.,sarvankheda,kanpur nagar,31210
sarvankhed.,sauntha,kanpur nagar,31211
sarvankhed.,seruatappa sauntha,kanpur nagar,31212
sarvankhed.,shahjahanpur ninaya,kanpur nagar,31213
sarvankhed.,sherpur taruda,kanpur nagar,31214
sarvankhed.,sidhamau,kanpur nagar,31215
sarvankhed.,sultanpur perajor,kanpur nagar,31216
sarvankhed.,surajpur,kanpur nagar,31217
sarvankhed.,tilaunchi,kanpur nagar,31218
sarvankhed.,umran,kanpur nagar,31219
sarvankhed.,vilsronya,kanpur nagar,31220
sarvankhed.,visayakpur,kanpur nagar,31221
shivarajpur,kapurpur bhawan,kanpur nagar,31245
shivarajpur,marahamatnagar,kanpur nagar,31254
shivarajpur,vori,kanpur nagar,31281
vidhanu,kuædhava,kanpur nagar,31315
amampur,abhayapura,kashiram nagar,31337
amampur,allipur,kashiram nagar,31338
amampur,anandpur,kashiram nagar,31339
amampur,arjunpur kadim,kashiram nagar,31340
amampur,arjunpur nauabad,kashiram nagar,31341
amampur,bachhamai,kashiram nagar,31342
amampur,bahata,kashiram nagar,31343
amampur,bajirpur,kashiram nagar,31344
amampur,baranagar,kashiram nagar,31345
amampur,barikheæda,kashiram nagar,31346
amampur,barsoæda,kashiram nagar,31347
amampur,baædhari khurd,kashiram nagar,31348
amampur,bhaædairi,kashiram nagar,31349
amampur,bhriguvasini,kashiram nagar,31350
amampur,binpurakalan,kashiram nagar,31351
amampur,birpur,kashiram nagar,31352
amampur,devari,kashiram nagar,31353
amampur,fakauta,kashiram nagar,31354
amampur,ferojpur sani,kashiram nagar,31355
amampur,gendoopura govardhan,kashiram nagar,31356
amampur,hanspur harrajpur,kashiram nagar,31357
amampur,jaari,kashiram nagar,31358
amampur,jakhaa,kashiram nagar,31359
amampur,jatu ashokapur,kashiram nagar,31360
amampur,kachhela sherpur,kashiram nagar,31361
amampur,karsaanaa,kashiram nagar,31362
amampur,kasimpur mihaari,kashiram nagar,31363
amampur,khushakri,kashiram nagar,31364
amampur,kishorpur,kashiram nagar,31365
amampur,kodera,kashiram nagar,31366
amampur,lakhmipur,kashiram nagar,31367
amampur,mahadwa,kashiram nagar,31368
amampur,midul vurjag,kashiram nagar,31369
amampur,nadarmai,kashiram nagar,31370
amampur,narrai,kashiram nagar,31371
amampur,naugaanv,kashiram nagar,31372
amampur,nimri,kashiram nagar,31373
amampur,oonchagaanv,kashiram nagar,31374
amampur,pratappur,kashiram nagar,31375
amampur,rampur siddhpur,kashiram nagar,31376
amampur,ranamau,kashiram nagar,31377
amampur,rasaluasulahpur,kashiram nagar,31378
amampur,rekhpur,kashiram nagar,31379
amampur,samaspur dengari,kashiram nagar,31380
amampur,sarasai naru,kashiram nagar,31381
amampur,sarasava,kashiram nagar,31382
amampur,sarsaivan,kashiram nagar,31383
amampur,saulai,kashiram nagar,31384
amampur,shekhpur hunda,kashiram nagar,31385
amampur,sikandarabad,kashiram nagar,31386
amampur,soumara morcha,kashiram nagar,31387
amampur,sujanpur,kashiram nagar,31388
amampur,sujarai,kashiram nagar,31389
amampur,thara chitra,kashiram nagar,31390
amampur,vasavanpur,kashiram nagar,31391
amampur,vinpur sevika,kashiram nagar,31392
amampur,yaadagarpur,kashiram nagar,31393
ganjadundvara,ahmaddev nagar,kashiram nagar,31394
ganjadundvara,ajijpur,kashiram nagar,31395
ganjadundvara,akvar nagar palia,kashiram nagar,31396
ganjadundvara,alhepur,kashiram nagar,31397
ganjadundvara,alipur dadar,kashiram nagar,31398
ganjadundvara,asadagædha,kashiram nagar,31399
ganjadundvara,bhikampur,kashiram nagar,31400
ganjadundvara,chirola,kashiram nagar,31401
ganjadundvara,devakali,kashiram nagar,31402
ganjadundvara,dhansinghpur,kashiram nagar,31403
ganjadundvara,dharmpur,kashiram nagar,31404
ganjadundvara,dhawa,kashiram nagar,31405
ganjadundvara,gajora,kashiram nagar,31406
ganjadundvara,ganeshpur,kashiram nagar,31407
ganjadundvara,ganeshpur bhatan,kashiram nagar,31408
ganjadundvara,gathora,kashiram nagar,31409
ganjadundvara,ghavara,kashiram nagar,31410
ganjadundvara,himmatnagar vaghera,kashiram nagar,31411
ganjadundvara,indra jashanpur,kashiram nagar,31412
ganjadundvara,kadarganj khaam,kashiram nagar,31413
ganjadundvara,kadarganj pukhta,kashiram nagar,31414
ganjadundvara,khaduia,kashiram nagar,31415
ganjadundvara,khijrpur,kashiram nagar,31416
ganjadundvara,labheæda,kashiram nagar,31417
ganjadundvara,mastipur,kashiram nagar,31418
ganjadundvara,muni,kashiram nagar,31419
ganjadundvara,myaou,kashiram nagar,31420
ganjadundvara,myasur,kashiram nagar,31421
ganjadundvara,nagala bhagana,kashiram nagar,31422
ganjadundvara,nagala daamar,kashiram nagar,31423
ganjadundvara,nagar kanchanpur,kashiram nagar,31424
ganjadundvara,nardoli,kashiram nagar,31425
ganjadundvara,nawavganj nagariyaa,kashiram nagar,31426
ganjadundvara,nurpur,kashiram nagar,31427
ganjadundvara,nyoli fatuawad,kashiram nagar,31428
ganjadundvara,pachpokhara,kashiram nagar,31429
ganjadundvara,pitamnagar hadora,kashiram nagar,31430
ganjadundvara,pithanpur bhujapura,kashiram nagar,31431
ganjadundvara,rajepur kurraa,kashiram nagar,31432
ganjadundvara,salavatnagar,kashiram nagar,31433
ganjadundvara,samaspur,kashiram nagar,31434
ganjadundvara,sanauædi khaas,kashiram nagar,31435
ganjadundvara,sanauædi singhman,kashiram nagar,31436
ganjadundvara,shahvajpur,kashiram nagar,31437
ganjadundvara,sikandarpur vushya,kashiram nagar,31438
ganjadundvara,sujawalpur,kashiram nagar,31439
ganjadundvara,sunagædhee,kashiram nagar,31440
ganjadundvara,tarasi,kashiram nagar,31441
ganjadundvara,ulikheæda,kashiram nagar,31442
ganjadundvara,vagvaas,kashiram nagar,31443
ganjadundvara,vahota,kashiram nagar,31444
ganjadundvara,vahrojpur,kashiram nagar,31445
ganjadundvara,vanaul,kashiram nagar,31446
ganjadundvara,vangsnagar,kashiram nagar,31447
ganjadundvara,varauna,kashiram nagar,31448
kasganj,afjalpur,kashiram nagar,31449
kasganj,ahrauli,kashiram nagar,31450
kasganj,amarpur dhilavali,kashiram nagar,31451
kasganj,athoya,kashiram nagar,31452
kasganj,beri,kashiram nagar,31453
kasganj,bhaamon,kashiram nagar,31454
kasganj,bharsoli jangal,kashiram nagar,31455
kasganj,bhaædpura bharsoli,kashiram nagar,31456
kasganj,bhitona,kashiram nagar,31457
kasganj,bhusora bujurg,kashiram nagar,31458
kasganj,bhusora khurd,kashiram nagar,31459
kasganj,brahimpur,kashiram nagar,31460
kasganj,chhavnee,kashiram nagar,31461
kasganj,chhichhora,kashiram nagar,31462
kasganj,dholana,kashiram nagar,31463
kasganj,faridpur,kashiram nagar,31464
kasganj,fatepur maafee,kashiram nagar,31465
kasganj,harisinghpur siroli,kashiram nagar,31466
kasganj,himmatpur sai,kashiram nagar,31467
kasganj,ikhuna,kashiram nagar,31468
kasganj,inayati,kashiram nagar,31469
kasganj,itau aa,kashiram nagar,31470
kasganj,jahogirpur,kashiram nagar,31471
kasganj,jakhera maheshpur,kashiram nagar,31472
kasganj,jhaavar,kashiram nagar,31473
kasganj,jiyauddinpur,kashiram nagar,31474
kasganj,kalyanpur,kashiram nagar,31475
kasganj,kanarakheæda,kashiram nagar,31476
kasganj,kantaur,kashiram nagar,31477
kasganj,karsari hayattgædhee,kashiram nagar,31478
kasganj,kiloni rafatpur,kashiram nagar,31479
kasganj,kinawa,kashiram nagar,31480
kasganj,kisrauli,kashiram nagar,31481
kasganj,kuramai,kashiram nagar,31482
kasganj,maamon,kashiram nagar,31483
kasganj,mahavar,kashiram nagar,31484
kasganj,majara jaat kasganj,kashiram nagar,31485
kasganj,manauta,kashiram nagar,31486
kasganj,mohammadpur,kashiram nagar,31487
kasganj,mohani mamurganj,kashiram nagar,31488
kasganj,mohanpura,kashiram nagar,31489
kasganj,muarikpur sikataraa,kashiram nagar,31490
kasganj,muarikpurmaafee,kashiram nagar,31491
kasganj,nadrai,kashiram nagar,31492
kasganj,narayani,kashiram nagar,31493
kasganj,nasaratpur,kashiram nagar,31494
kasganj,neroli,kashiram nagar,31495
kasganj,nongvaan,kashiram nagar,31496
kasganj,pathareki,kashiram nagar,31497
kasganj,pavasra,kashiram nagar,31498
kasganj,phi0si0aliyaar khan,kashiram nagar,31499
kasganj,phi0si0vaksulla khan,kashiram nagar,31500
kasganj,rahamatpur maafee,kashiram nagar,31501
kasganj,salempur lala,kashiram nagar,31502
kasganj,salempur pirunda,kashiram nagar,31503
kasganj,satpura maafee,kashiram nagar,31504
kasganj,sever,kashiram nagar,31505
kasganj,tandauli maafee,kashiram nagar,31506
kasganj,tauyavpur kamalpur,kashiram nagar,31507
kasganj,tauyavpur sujatganj,kashiram nagar,31508
kasganj,tawalpur,kashiram nagar,31509
kasganj,tawalpur mosampur,kashiram nagar,31510
kasganj,tilsai kala,kashiram nagar,31511
kasganj,tilsai khurd,kashiram nagar,31512
kasganj,vadhaari vughay,kashiram nagar,31513
kasganj,vahadurpur,kashiram nagar,31514
kasganj,vahidpur khalsa,kashiram nagar,31515
kasganj,vahidpur maafee,kashiram nagar,31516
kasganj,varkhurdarpur,kashiram nagar,31517
kasganj,virahara,kashiram nagar,31518
kasganj,virasua,kashiram nagar,31519
patiyaali,ashokapur,kashiram nagar,31520
patiyaali,aurangabad,kashiram nagar,31521
patiyaali,bahora,kashiram nagar,31522
patiyaali,bakrai mausarasi,kashiram nagar,31523
patiyaali,baraipur,kashiram nagar,31524
patiyaali,baædhaula,kashiram nagar,31525
patiyaali,bijora swargdwari,kashiram nagar,31526
patiyaali,dwivarauyya,kashiram nagar,31527
patiyaali,gauæda,kashiram nagar,31528
patiyaali,gaædhee khaædai,kashiram nagar,31529
patiyaali,hathauæda kheæda,kashiram nagar,31530
patiyaali,hathauædown,kashiram nagar,31531
patiyaali,jinaul,kashiram nagar,31532
patiyaali,kakaraalaa,kashiram nagar,31533
patiyaali,karanpur na0 nunera,kashiram nagar,31534
patiyaali,kenebhar na0dalu,kashiram nagar,31535
patiyaali,kutukpur sarai,kashiram nagar,31536
patiyaali,kuædha,kashiram nagar,31537
patiyaali,ladholi,kashiram nagar,31538
patiyaali,majara jatapatiyaali,kashiram nagar,31539
patiyaali,majhola,kashiram nagar,31540
patiyaali,muædha,kashiram nagar,31541
patiyaali,na0 amir,kashiram nagar,31542
patiyaali,na0ashanand,kashiram nagar,31543
patiyaali,nagala beru,kashiram nagar,31544
patiyaali,nai mushyir,kashiram nagar,31545
patiyaali,narthar,kashiram nagar,31546
patiyaali,naugavo chehakaa,kashiram nagar,31547
patiyaali,partapur,kashiram nagar,31548
patiyaali,raja rijola,kashiram nagar,31549
patiyaali,rampura,kashiram nagar,31550
patiyaali,ranethi,kashiram nagar,31551
patiyaali,rani daamar,kashiram nagar,31552
patiyaali,ratanpur fatiyapur,kashiram nagar,31553
patiyaali,rustampur,kashiram nagar,31554
patiyaali,shahpur nagariyaa,kashiram nagar,31555
patiyaali,shahpur tahala,kashiram nagar,31556
patiyaali,shri nagala,kashiram nagar,31557
patiyaali,sikandarpur manauna,kashiram nagar,31558
patiyaali,tajpur tigra,kashiram nagar,31559
patiyaali,thana dariyavganj,kashiram nagar,31560
patiyaali,vinpur,kashiram nagar,31561
sahavar,abhoopura,kashiram nagar,31562
sahavar,alladinpur,kashiram nagar,31563
sahavar,amirsa,kashiram nagar,31564
sahavar,baædaagaanv,kashiram nagar,31565
sahavar,baædharikala,kashiram nagar,31566
sahavar,bhilouli,kashiram nagar,31567
sahavar,bodar,kashiram nagar,31568
sahavar,chandi,kashiram nagar,31569
sahavar,chandwa,kashiram nagar,31570
sahavar,chhitauni,kashiram nagar,31571
sahavar,dippur,kashiram nagar,31572
sahavar,farauli,kashiram nagar,31573
sahavar,gaædhakaa,kashiram nagar,31574
sahavar,itvaarpur,kashiram nagar,31575
sahavar,jaidhar,kashiram nagar,31576
sahavar,jamalpur,kashiram nagar,31577
sahavar,johari,kashiram nagar,31578
sahavar,kanoi,kashiram nagar,31579
sahavar,kharpara,kashiram nagar,31580
sahavar,khitauli,kashiram nagar,31581
sahavar,khojpur,kashiram nagar,31582
sahavar,ku varpur,kashiram nagar,31583
sahavar,l0 gopal singh,kashiram nagar,31584
sahavar,l0 sundar singh,kashiram nagar,31585
sahavar,laharaa,kashiram nagar,31586
sahavar,manikpur,kashiram nagar,31587
sahavar,miranpur,kashiram nagar,31588
sahavar,mohammadpur,kashiram nagar,31589
sahavar,mujfafar nagar,kashiram nagar,31590
sahavar,na0 badan,kashiram nagar,31591
sahavar,nathupur,kashiram nagar,31592
sahavar,nawavganj,kashiram nagar,31593
sahavar,nyoli,kashiram nagar,31594
sahavar,padarathpur,kashiram nagar,31595
sahavar,pithanpur,kashiram nagar,31596
sahavar,raara,kashiram nagar,31597
sahavar,raayo,kashiram nagar,31598
sahavar,roshananagar,kashiram nagar,31599
sahavar,shekhpur narrai,kashiram nagar,31600
sahavar,tajpur,kashiram nagar,31601
sahavar,vajanagar safed,kashiram nagar,31602
sahavar,vastaramau,kashiram nagar,31603
sahavar,woæda nagariyaa,kashiram nagar,31604
sidpura,ajitnagar,kashiram nagar,31605
sidpura,akhatau magadpur,kashiram nagar,31606
sidpura,anangpur,kashiram nagar,31607
sidpura,bakaawali,kashiram nagar,31608
sidpura,basai,kashiram nagar,31609
sidpura,bhogpur,kashiram nagar,31610
sidpura,bhujapura,kashiram nagar,31611
sidpura,biloti,kashiram nagar,31612
sidpura,bosi,kashiram nagar,31613
sidpura,chodpur memæda,kashiram nagar,31614
sidpura,daheli bujurg,kashiram nagar,31615
sidpura,daheli khurd,kashiram nagar,31616
sidpura,dhansinghpur,kashiram nagar,31617
sidpura,dhudhara,kashiram nagar,31618
sidpura,dhuvian,kashiram nagar,31619
sidpura,gangsara,kashiram nagar,31620
sidpura,gopalpur,kashiram nagar,31621
sidpura,hamirpur,kashiram nagar,31622
sidpura,jasamai,kashiram nagar,31623
sidpura,kalani,kashiram nagar,31624
